,experiment_name,n_protein,cytokine_protein,best_pdb_path,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
346,SARS-CoV-2-BA.2-N_IL6,SARS-CoV-2-BA.2-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-7.2,5.1e-06
347,SARS-CoV-N_TNFalpha,SARS-CoV-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-11.8,2.3e-09
348,SARS-CoV-2-B.1.351-N_IL-18BP,SARS-CoV-2-B.1.351-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,3.6e-08
349,SARS-CoV-2-B.1.351-N_CCL18,SARS-CoV-2-B.1.351-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,9.4e-07
350,SARS-CoV-2-P.1-N_CCL1,SARS-CoV-2-P.1-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.8e-06
351,SARS-CoV-2-B.1.1.7-N_CCL25,SARS-CoV-2-B.1.1.7-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-12.4,8.1e-10
352,OC43-N_IL-1beta,OC43-N,IL-1beta,/AF23_complexes/complex_pdbs/OC43-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3.1e-07
353,SARS-CoV-2-BA.4-N_IL6Ralpha,SARS-CoV-2-BA.4-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,7.4e-09
354,SARS-CoV-2-B.1.1.7-N_CXCL11,SARS-CoV-2-B.1.1.7-N,CXCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1e-06
355,RaTG13-N_TNFalpha,RaTG13-N,TNFalpha,/AF23_complexes/complex_pdbs/RaTG13-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.6,2.5e-06
356,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL12alpha,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL12alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.7e-06
357,SARS-CoV-2-WA1-N_IL-35,SARS-CoV-2-WA1-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-17.0,3.5e-13
358,SARS-CoV-2-B.1.1.7-N_CXCL14,SARS-CoV-2-B.1.1.7-N,CXCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-11.0,8.8e-09
359,SARS-CoV-2-B.1.1-N_CCL21,SARS-CoV-2-B.1.1-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.4e-08
360,SARS-CoV-2-B.1.1.7-N_CXCL10,SARS-CoV-2-B.1.1.7-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.4e-07
361,SARS-CoV-2-BA.2-N_CXCL7,SARS-CoV-2-BA.2-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.1e-06
362,BANAL-20-52-N_CCL4,BANAL-20-52-N,CCL4,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.9e-07
363,SARS-CoV-2-B.1.1.529-N_CCL2,SARS-CoV-2-B.1.1.529-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.8e-08
364,SARS-CoV-2-P.1-N_CXCL4,SARS-CoV-2-P.1-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.6e-07
365,OC43-N_CCL3,OC43-N,CCL3,/AF23_complexes/complex_pdbs/OC43-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-14.0,5.8e-11
366,OC43-N_IL-35,OC43-N,IL-35,/AF23_complexes/complex_pdbs/OC43-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-17.9,7.5e-14
367,OC43-N_IL-18BP,OC43-N,IL-18BP,/AF23_complexes/complex_pdbs/OC43-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,4.1e-08
368,SARS-CoV-2-WA1-N_IL-13,SARS-CoV-2-WA1-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.6,2.8e-06
369,SARS-CoV-2-B.1.1.529-N_IL6Ralpha,SARS-CoV-2-B.1.1.529-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-10.3,3e-08
370,SARS-CoV-2-WA1-N_CCL19,SARS-CoV-2-WA1-N,CCL19,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-6.6,1.4e-05
371,SARS-CoV-2-BA.4-N_CCL21,SARS-CoV-2-BA.4-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.2e-08
372,SARS-CoV-2-WA1-N_CCL26,SARS-CoV-2-WA1-N,CCL26,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL26/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.6e-06
373,SARS-CoV-2-B.1.1-N_CXCL10,SARS-CoV-2-B.1.1-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.1e-08
374,SARS-CoV-2-B.1.617.2-DeltaA-N_IL-23,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-17.6,1.2e-13
375,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL8,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-10.9,1.1e-08
376,SARS-CoV-2-B.1.1-N_CXCL9,SARS-CoV-2-B.1.1-N,CXCL9,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,9.1e-07
377,SARS-CoV-2-P.1-N_CCL21,SARS-CoV-2-P.1-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,6.5e-09
378,BANAL-20-52-N_IL-1beta,BANAL-20-52-N,IL-1beta,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.4e-07
379,SARS-CoV-2-BA.4-N_CCL11,SARS-CoV-2-BA.4-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,7.1e-07
380,SARS-CoV-2-P.1-N_IL-18,SARS-CoV-2-P.1-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-10.5,1.9e-08
381,OC43-N_CXCL7,OC43-N,CXCL7,/AF23_complexes/complex_pdbs/OC43-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,8.6e-08
382,SARS-CoV-2-XBB-N_IL-18BP,SARS-CoV-2-XBB-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6e-08
383,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL24,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,3.9e-08
384,SARS-CoV-2-BA.4-N_IL-13,SARS-CoV-2-BA.4-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.3e-06
385,SARS-CoV-2-BA.1.1-N_CCL15,SARS-CoV-2-BA.1.1-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-13.6,1e-10
386,SARS-CoV-2-BA.2-N_CCL8,SARS-CoV-2-BA.2-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.4e-08
387,SARS-CoV-2-XBB-N_CCL13,SARS-CoV-2-XBB-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.4e-06
388,SARS-CoV-2-B.1.1.7-N_CCL18,SARS-CoV-2-B.1.1.7-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-6.5,1.6e-05
389,SARS-CoV-2-B.1.1-N_CCL16,SARS-CoV-2-B.1.1-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.5e-08
390,MERS-CoV-N_CXCL14,MERS-CoV-N,CXCL14,/AF23_complexes/complex_pdbs/MERS-CoV-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-11.9,1.9e-09
391,SARS-CoV-2-WA1-N_CXCL12alpha,SARS-CoV-2-WA1-N,CXCL12alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.8e-07
392,SARS-CoV-N_CCL25,SARS-CoV-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-12.4,8e-10
393,SARS-CoV-2-B.1.1.7-N_IL-18BP,SARS-CoV-2-B.1.1.7-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3.1e-07
394,SARS-CoV-2-B.1.1.529-N_XCL1,SARS-CoV-2-B.1.1.529-N,XCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.5e-08
395,SARS-CoV-2-B.1.1.7-N_CXCL16,SARS-CoV-2-B.1.1.7-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-7.6,2.8e-06
396,SARS-CoV-2-P.1-N_CCL7,SARS-CoV-2-P.1-N,CCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,7e-07
397,SARS-CoV-2-BQ.1-N_CXCL4,SARS-CoV-2-BQ.1-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,8.7e-08
398,SARS-CoV-2-B.1.1-N_CXCL12alpha,SARS-CoV-2-B.1.1-N,CXCL12alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.6e-07
399,SARS-CoV-2-BA.2-N_CCL5,SARS-CoV-2-BA.2-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.7e-07
400,SARS-CoV-2-P.1-N_TNFalpha,SARS-CoV-2-P.1-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.3e-07
401,SARS-CoV-2-B.1.1.7-N_IL6,SARS-CoV-2-B.1.1.7-N,IL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL6/relaxed_model_1_multimer_v3_pred_0.pdb,-6.4,2e-05
402,SARS-CoV-2-BA.4-N_CCL18,SARS-CoV-2-BA.4-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-6.6,1.4e-05
403,SARS-CoV-2-B.1.351-N_CXCL6,SARS-CoV-2-B.1.351-N,CXCL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.3e-07
404,SARS-CoV-2-B.1.351-N_TNFbeta,SARS-CoV-2-B.1.351-N,TNFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.2,5e-06
405,SARS-CoV-2-BQ.1-N_CCL14,SARS-CoV-2-BQ.1-N,CCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.3e-08
406,RaTG13-N_CCL1,RaTG13-N,CCL1,/AF23_complexes/complex_pdbs/RaTG13-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.4e-06
407,SARS-CoV-2-B.1.1-N_CCL2,SARS-CoV-2-B.1.1-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-7.2,4.8e-06
408,SARS-CoV-2-WA1-N_CXCL7,SARS-CoV-2-WA1-N,CXCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.6e-07
409,RaTG13-N_CX3CL1,RaTG13-N,CX3CL1,/AF23_complexes/complex_pdbs/RaTG13-N_CX3CL1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,6.3e-07
410,SARS-CoV-2-XBB-N_IL-17a,SARS-CoV-2-XBB-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.4e-07
411,SARS-CoV-2-XBB-N_IL-27,SARS-CoV-2-XBB-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-11.7,2.5e-09
412,SARS-CoV-2-B.1.351-N_IL-27,SARS-CoV-2-B.1.351-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-11.8,2e-09
413,SARS-CoV-2-BA.2-N_IL-35,SARS-CoV-2-BA.2-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-15.9,2.3e-12
414,SARS-CoV-N_CCL5,SARS-CoV-N,CCL5,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-11.2,5.9e-09
415,SARS-CoV-2-BQ.1-N_CCL26,SARS-CoV-2-BQ.1-N,CCL26,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL26/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,5.8e-06
416,OC43-N_CXCL6,OC43-N,CXCL6,/AF23_complexes/complex_pdbs/OC43-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,5.9e-07
417,SARS-CoV-N_CCL11,SARS-CoV-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.1e-06
418,SARS-CoV-2-XBB-N_CXCL6,SARS-CoV-2-XBB-N,CXCL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-10.6,1.7e-08
419,MERS-CoV-N_IL-10,MERS-CoV-N,IL-10,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-11.1,7.8e-09
420,SARS-CoV-2-XBB-N_IL-1beta,SARS-CoV-2-XBB-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.8e-07
421,BANAL-20-52-N_CCL7,BANAL-20-52-N,CCL7,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.5e-06
422,OC43-N_CXCL5,OC43-N,CXCL5,/AF23_complexes/complex_pdbs/OC43-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-6.0,4e-05
423,SARS-CoV-2-B.1.1.529-N_CCL23,SARS-CoV-2-B.1.1.529-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.8e-06
424,SARS-CoV-2-BA.4-N_CXCL1,SARS-CoV-2-BA.4-N,CXCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CXCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
425,SARS-CoV-2-B.1.1.7-N_IFNA2,SARS-CoV-2-B.1.1.7-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-15.0,9.7e-12
426,MERS-CoV-N_CXCL3,MERS-CoV-N,CXCL3,/AF23_complexes/complex_pdbs/MERS-CoV-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
427,SARS-CoV-2-BA.2-N_INFbeta,SARS-CoV-2-BA.2-N,INFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-12.7,4.7e-10
428,SARS-CoV-2-BQ.1-N_CCL22,SARS-CoV-2-BQ.1-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-11.0,8.9e-09
429,SARS-CoV-2-B.1.1.7-N_IL-13,SARS-CoV-2-B.1.1.7-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-6.8,1e-05
430,SARS-CoV-2-B.1.1.529-N_IL-1beta,SARS-CoV-2-B.1.1.529-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6e-08
431,SARS-CoV-2-P.1-N_CXCL12alpha,SARS-CoV-2-P.1-N,CXCL12alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,6.4e-06
432,SARS-CoV-2-BA.2-N_CCL17,SARS-CoV-2-BA.2-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,2.7e-07
433,SARS-CoV-2-BQ.1-N_IL-1alpha,SARS-CoV-2-BQ.1-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-8.7,4.2e-07
434,SARS-CoV-2-P.1-N_IL-35,SARS-CoV-2-P.1-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-15.6,3.6e-12
435,SARS-CoV-2-B.1.1.7-N_IL-1alpha,SARS-CoV-2-B.1.1.7-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.2e-06
436,SARS-CoV-2-XBB-N_CCL19,SARS-CoV-2-XBB-N,CCL19,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.7e-07
437,SARS-CoV-2-B.1.1.529-N_CXCL16,SARS-CoV-2-B.1.1.529-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
438,OC43-N_IL-27,OC43-N,IL-27,/AF23_complexes/complex_pdbs/OC43-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-21.5,1.7e-16
439,MERS-CoV-N_CXCL10,MERS-CoV-N,CXCL10,/AF23_complexes/complex_pdbs/MERS-CoV-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.1e-08
440,SARS-CoV-2-BA.2-N_XCL1,SARS-CoV-2-BA.2-N,XCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.9e-07
441,RaTG13-N_CXCL13,RaTG13-N,CXCL13,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
442,SARS-CoV-2-B.1.1.529-N_IFNgamma,SARS-CoV-2-B.1.1.529-N,IFNgamma,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_IFNgamma/relaxed_model_1_multimer_v3_pred_0.pdb,-5.3,0.00012
443,SARS-CoV-2-BA.1.1-N_CXCL5,SARS-CoV-2-BA.1.1-N,CXCL5,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-8.8,3.6e-07
444,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL25,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-13.4,1.4e-10
445,SARS-CoV-2-B.1.1-N_IFNA2,SARS-CoV-2-B.1.1-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,8e-08
446,OC43-N_CXCL4,OC43-N,CXCL4,/AF23_complexes/complex_pdbs/OC43-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,7.8e-07
447,OC43-N_CCL13,OC43-N,CCL13,/AF23_complexes/complex_pdbs/OC43-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.3e-07
448,BANAL-20-52-N_INFbeta,BANAL-20-52-N,INFbeta,/AF23_complexes/complex_pdbs/BANAL-20-52-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-10.3,2.6e-08
449,OC43-N_CXCL11,OC43-N,CXCL11,/AF23_complexes/complex_pdbs/OC43-N_CXCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,8.4e-08
450,OC43-N_IL-12p70,OC43-N,IL-12p70,/AF23_complexes/complex_pdbs/OC43-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-16.6,6.6e-13
451,SARS-CoV-2-BA.4-N_CCL1,SARS-CoV-2-BA.4-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-6.3,2.5e-05
452,SARS-CoV-2-WA1-N_IL-12p70,SARS-CoV-2-WA1-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-13.1,2.4e-10
453,SARS-CoV-2-XBB-N_CCL20,SARS-CoV-2-XBB-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-11.3,5.6e-09
454,SARS-CoV-2-B.1.1.529-N_CCL28,SARS-CoV-2-B.1.1.529-N,CCL28,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL28/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.2e-07
455,SARS-CoV-2-P.1-N_IL-12p70,SARS-CoV-2-P.1-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-23.3,7.7e-18
456,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL12beta,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.9e-06
457,SARS-CoV-2-BA.2-N_CCL3,SARS-CoV-2-BA.2-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,8.7e-07
458,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL17,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-8.7,4.2e-07
459,SARS-CoV-2-BA.4-N_IL-23,SARS-CoV-2-BA.4-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-21.8,1e-16
460,SARS-CoV-2-B.1.1-N_CCL3,SARS-CoV-2-B.1.1-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.4e-07
