experiment_name,n_protein,cytokine_protein,haddock_best_cluster,haddock_best_pdb_path,haddock_Nstruc,haddock_Evdw+0.1Eelec,haddock_Evdw+0.1Eelec_sd,haddock_Evdw,haddock_Evdw_sd,haddock_Eelec,haddock_Eelec_sd,haddock_Eair,Eair_sd,haddock_Edesolv,haddock_Edesolv_sd,haddock_AIRviol,haddock_AIRviol_sd,haddock_dihedviol,haddock_dihedviol_sd,haddock_BSA,haddock_BSA_sd,haddock-score,haddock-score_sd,haddock_prodigy_deltaG_kcalpermol,haddock_prodigy_dissociation_constant_M,haddock_foldx_intraclashes_group1,haddock_foldx_intraclashes_group2,haddock_foldx_deltaG_kcalpermol,haddock_foldx_stability_group1,haddock_foldx_stability_group2,cytokine_class,dist_from_SARS-CoV-2-WA1-N_A,af2_experiment_name,af2_best_model_pred,af2_iptm+ptm,af2_gdock,af2_total_score,af2_negative_energy,af2_Group1,af2_Group2,af2_IntraclashesGroup1,af2_IntraclashesGroup2,af2_foldx_dG,af2_Backbone Hbond,af2_Sidechain Hbond,af2_Van der Waals,af2_Electrostatics,af2_Solvation Polar,af2_Solvation Hydrophobic,af2_Van der Waals clashes,af2_entropy sidechain,af2_entropy mainchain,af2_sloop_entropy,af2_mloop_entropy,af2_cis_bond,af2_torsional clash,af2_backbone clash,af2_helix dipole,af2_water bridge,af2_disulfide,af2_electrostatic kon,af2_partial covalent bonds,af2_energy Ionisation,af2_Entropy Complex,af2_Number of Residues,af2_Interface Residues,af2_Interface Residues Clashing,af2_Interface Residues VdW Clashing,af2_Interface Residues BB Clashing,af2_wet_hit,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,wa1_wet_hit,oc43_wet_hit,wet_hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL8,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8_14w.pdb,6,-96.31,13.02,-63.61,9.33,-327.04,50.65,2755.87,208.31,22.369,3.725,44.83,0,0,0,2505.272,228.754,168.937,24.298,-10.3,2.6e-8,31.0926,5.87445,-1.07086,284.734,15.0501,β-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL8,model_4_multimer_v3_pred_2,0.219276065,0.950100941580278,1.16937700635779,TRUE,A,B,30.7427,3.75683,-0.843569,-4.18261,-6.33245,-13.5313,-1.9516,20.9348,-17.4011,5.98738,9.33393,5.95309,0,0,0,0.517263,5.9227,-4.44e-16,0,0,-0.170965,0,4.86e-17,2.384,495,44,3,1,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL8_relaxed_model_4_multimer_v3_pred_2.pdb,-10,4.4e-8,FALSE,FALSE,Not Wet Hit
RaTG13-N__CXCL13,RaTG13-N,CXCL13,1,./results/RaTG13-N__CXCL13/run1/structures/it1/water/RaTG13-N__CXCL13_64w.pdb,5,-87.67,7.03,-73.46,6.9,-142.12,39.52,2879.35,155.57,2.648,2.777,47.6,0,0,0,2318.112,21.87,188.697,11.159,-8.9,3.1e-7,30.7928,4.3281,-1.06428,269.257,23.9732,α-Chemokine,0.09770639374920631,RaTG13-N__CXCL13,model_3_multimer_v3_pred_2,0.339047292,0.968753193221131,1.30780048472661,TRUE,A,B,21.2396,16.1197,-16.12,-8.5276,-10.7619,-24.4296,-3.75772,32.994,-32.273,5.52641,15.7903,9.66447,0,0,0.0551158,0.800446,8.61455,-0.129202,0,0,-1.08099,0,0.00926778,2.384,506,68,3,1,3,FALSE,./best_AF2_and_GDock/RaTG13-N_CXCL13_relaxed_model_3_multimer_v3_pred_2.pdb,-13.1,2.4e-10,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-BA.4-N__CCL27,SARS-CoV-2-BA.4-N,CCL27,1,./results/SARS-CoV-2-BA.4-N__CCL27/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL27_98w.pdb,4,-88.26,6.43,-61.6,4.39,-266.59,24.07,3204.99,100.62,14.804,1.537,50.25,0,0,0,2217.472,82.841,220.383,9.63,-10.7,1.4e-8,25.5118,5.90565,-1.06175,281.833,26.6223,β-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CCL27,model_2_multimer_v3_pred_2,0.271413072,0.89771637275478,1.16912944497282,TRUE,A,B,39.0667,8.40586,-11.7346,-6.24408,-8.70358,-27.2628,-4.23175,40.9732,-36.3029,4.54467,18.4039,7.70618,0,0,0.0139057,1.0129,10.2207,0.0162117,0,0,-1.70862,0,0.0481409,2.384,504,67,4,2,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL27_relaxed_model_2_multimer_v3_pred_2.pdb,-12.2,1e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__CCL27,SARS-CoV-2-BA.1.1-N,CCL27,1,./results/SARS-CoV-2-BA.1.1-N__CCL27/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL27_26w.pdb,7,-110.57,11.87,-84,12.99,-265.74,40.51,2899.51,160.19,16.221,5.136,51.57,0,0,0,2732.899,166.101,169.026,26.276,-14.3,3.3e-11,24.2297,8.06594,-1.03211,257.657,24.9893,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CCL27,model_2_multimer_v3_pred_0,0.267358842,0.966800098936772,1.23415894128861,FALSE,A,B,49.8337,7.99645,5.28583,-4.26209,-6.19826,-39.2543,-4.61969,61.1513,-51.8877,9.21184,21.5066,19.2469,0,0,0,2.45278,23.8902,-0.144991,0,0,-2.09212,0,0.175639,2.384,504,90,7,2,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL27_relaxed_model_2_multimer_v3_pred_0.pdb,-17.9,6.9e-14,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-XBB-N__CXCL7,SARS-CoV-2-XBB-N,CXCL7,3,./results/SARS-CoV-2-XBB-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL7_187w.pdb,5,-93,15.12,-60.04,10.43,-329.63,49.99,2830.54,191.75,21.185,2.699,48.8,0,0,0,2328.096,145.54,178.273,17.621,-10.5,1.9e-8,24.8287,3.12,-1.00927,259.094,49.2282,α-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__CXCL7,model_1_multimer_v3_pred_2,0.228146053,0.982308507755207,1.21045456090628,TRUE,A,B,12.1552,2.71761,-4.3607,-5.80099,-4.05628,-9.31989,-0.100863,13.3201,-11.9595,0.400629,7.91239,5.38377,0,0,0,0.0304411,1.38167,0.0143309,0,0,-0.187857,0,0.00305991,2.384,510,35,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL7_relaxed_model_1_multimer_v3_pred_2.pdb,-8,1.3e-6,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CCL2,SARS-CoV-2-P.1-N,CCL2,3,./results/SARS-CoV-2-P.1-N__CCL2/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL2_114w.pdb,4,-85.84,12.35,-63.08,12.06,-227.68,29.83,3115.71,154.28,19.718,2.718,48.5,0,0,0,2329.755,145.992,222.676,12.08,-7.9,1.7e-6,21.6811,7.08445,-0.99927,271.635,20.8635,β-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CCL2,model_1_multimer_v3_pred_3,0.504249613,0.691445016915133,1.19569463028592,TRUE,A,B,17.9884,2.51866,-11.4994,-4.82455,-3.04551,-10.2974,-0.370064,10.9651,-14.4266,0.549768,5.93945,4.1909,0,0,0,0.0409172,3.57779,0.00879676,0,-8.88e-16,-0.230253,0,-5.55e-17,2.384,495,37,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL2_relaxed_model_1_multimer_v3_pred_3.pdb,-9,2.6e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.7-N__IFNomega,SARS-CoV-2-B.1.1.7-N,IFNomega,1,./results/SARS-CoV-2-B.1.1.7-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IFNomega_15w.pdb,6,-93.94,3.55,-56.24,4.23,-376.98,36.94,3508.16,280.62,8.951,2.518,57.5,0,0,0,2630.022,31.366,218.21,19.145,-10.4,2.4e-8,26.2118,12.7826,-0.989656,248.401,0.121506,Interferon,0.09770639374920631,SARS-CoV-2-B.1.1.7-N__IFNomega,model_4_multimer_v3_pred_3,0.453472332,0.983418621065991,1.43689095324365,TRUE,A,B,18.3441,11.8925,-12.5196,-1.66604,-5.37206,-33.0085,-4.36607,40.3928,-46.6025,11.5529,18.3971,8.2054,0,0,0.00642315,0.696619,8.60181,0.0124252,0,0,-0.771359,0,0.0032013,2.384,593,92,5,4,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IFNomega_relaxed_model_4_multimer_v3_pred_3.pdb,-17.2,2.5e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__CXCL3,SARS-CoV-2-BA.2-N,CXCL3,1,./results/SARS-CoV-2-BA.2-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CXCL3_106w.pdb,7,-85.26,9.97,-47.23,8.84,-380.24,25.61,2723.65,212.08,24.941,3.585,44.43,0,0,0,2235.866,234.641,174.023,26.407,-10.1,4e-8,24.2252,5.87978,-0.976208,256.265,28.7028,α-Chemokine,0.09805806756909202,SARS-CoV-2-BA.2-N__CXCL3,model_4_multimer_v3_pred_2,0.422292799,0.951930400302709,1.37422319897961,TRUE,A,B,15.2108,3.97286,-16.3301,-7.71027,-6.80996,-17.4649,-0.986547,23.942,-21.7606,0.766364,7.20859,7.15439,0,0,0,0.141592,5.65311,-0.243024,0,-8.88e-16,-0.647938,0,0.0801211,2.384,489,57,2,0,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL3_relaxed_model_4_multimer_v3_pred_2.pdb,-13.8,7.4e-11,FALSE,FALSE,Not Wet Hit
RaTG13-N__CXCL2,RaTG13-N,CXCL2,4,./results/RaTG13-N__CXCL2/run1/structures/it1/water/RaTG13-N__CXCL2_65w.pdb,6,-135.35,24.05,-101.98,23.96,-333.64,50.93,2677.99,130.91,16.442,4.285,47.67,0,0,0,3269.703,385.592,115.528,34.868,-15.9,2.2e-12,27.2939,4.9231,-0.963521,257.754,38.0673,α-Chemokine,0.09770639374920631,RaTG13-N__CXCL2,model_3_multimer_v3_pred_0,0.388769336,0.968979779761177,1.35774911546844,TRUE,A,B,21.6094,4.83577,-6.1102,-5.19222,-5.66705,-10.5895,-1.28878,16.0854,-12.9309,0.971866,7.61623,5.15246,0,0,0,0.158009,4.87358,-0.0392458,0,0,-0.386501,0,2.78e-17,2.384,492,33,2,0,2,FALSE,./best_AF2_and_GDock/RaTG13-N_CXCL2_relaxed_model_3_multimer_v3_pred_0.pdb,-9.5,1.1e-7,FALSE,FALSE,Not Wet Hit
RaTG13-N__IL-13,RaTG13-N,IL-13,4,./results/RaTG13-N__IL-13/run1/structures/it1/water/RaTG13-N__IL-13_144w.pdb,5,-106.16,19.18,-69.5,18.75,-366.58,23.54,2837.33,200.59,14.709,4.131,45.2,0,0,0,2429.418,215.504,155.625,26.084,-14.1,4.7e-11,29.6337,5.96659,-0.955801,278.991,17.2621,Interleukin,0.09770639374920631,RaTG13-N__IL-13,model_3_multimer_v3_pred_1,0.192038994,0.965305869451037,1.15734486368582,FALSE,A,B,19.1733,9.8677,1.5725,-3.39634,-8.46419,-22.9351,-1.13767,39.9323,-28.7121,8.18668,8.81907,7.98602,0,0,0,1.37052,18.0651,0.00782538,0,0,-0.34863,0,0.264172,2.384,529,52,9,2,8,FALSE,./best_AF2_and_GDock/RaTG13-N_IL-13_relaxed_model_3_multimer_v3_pred_1.pdb,-12.1,1.4e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__IL-18BP,SARS-CoV-2-BA.4-N,IL-18BP,12,./results/SARS-CoV-2-BA.4-N__IL-18BP/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-18BP_81w.pdb,2,-104.61,14.81,-80.52,16.46,-240.81,16.46,3187.93,115.47,6.483,4.186,52,0,0,0,2844.52,326.54,196.589,28.902,-16.1,1.6e-12,27.7602,10.2499,-0.940721,269.246,69.5755,Interleukin,0.10963225241337865,SARS-CoV-2-BA.4-N__IL-18BP,model_3_multimer_v3_pred_4,0.179222273,0.975516562479278,1.1547388358655,FALSE,A,B,25.3981,5.7566,1.21729,-4.79223,-5.3941,-19.7032,0.204037,27.8603,-26.7235,12.6307,5.69429,9.22788,0,0,0,2.18603,14.2403,8.33e-17,0,0,0.0270894,0,0,2.384,580,37,7,5,5,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-18BP_relaxed_model_3_multimer_v3_pred_4.pdb,-11.6,3.2e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__IL-10,SARS-CoV-2-BA.1.1-N,IL-10,3,./results/SARS-CoV-2-BA.1.1-N__IL-10/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IL-10_178w.pdb,3,-85.12,1.9,-55.14,1.35,-299.82,16.3,3359.15,219.64,23.423,0.949,59.33,0,0,0,2412.683,50.494,226.945,3.685,-10.9,1e-8,24.4328,11.5705,-0.921638,259.934,8.39156,Interleukin,0.09805806756909202,SARS-CoV-2-BA.1.1-N__IL-10,model_3_multimer_v3_pred_0,0.157861298,0.61773236069956206,0.775593658907372,TRUE,A,B,33.5586,6.07367,-3.98941,-3.3413,-7.74887,-24.2896,-2.35661,37.8361,-31.5392,2.11387,14.3566,11.1394,0,0,0,0.566831,36.2091,0.0682487,0,0,-0.794888,0,1.67e-16,2.384,576,45,11,0,11,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IL-10_relaxed_model_3_multimer_v3_pred_0.pdb,-10.9,9.7e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CCL15,SARS-CoV-2-BA.4-N,CCL15,4,./results/SARS-CoV-2-BA.4-N__CCL15/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL15_31w.pdb,4,-86.44,13.36,-65.7,10.29,-207.45,41.14,3144.78,118.61,-12.109,6.211,52.5,0,0,0,2539.602,271.654,195.181,19.512,-14.1,4.9e-11,23.2451,3.58321,-0.898526,270.397,31.4049,β-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CCL15,model_1_multimer_v3_pred_3,0.176218764,0.974156839481044,1.15037560346209,TRUE,A,B,20.7219,9.42156,-6.67983,-5.31812,-7.20285,-21.4911,-4.36666,32.9513,-27.1235,4.83036,11.38,10.8969,0,0,0,0.636007,6.71838,-0.41389,0,0,-1.45844,0,4.86e-17,2.384,508,59,1,0,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL15_relaxed_model_1_multimer_v3_pred_3.pdb,-13.1,2.5e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CCL7,SARS-CoV-2-B.1.1-N,CCL7,1,./results/SARS-CoV-2-B.1.1-N__CCL7/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL7_103w.pdb,13,-103.17,9.73,-68.99,6.89,-341.79,41.38,3049.92,158.17,18.969,3.225,47.54,0,0,0,2688.075,145.754,186.61,16.408,-9.9,5.6e-8,30.1562,5.98972,-0.89384,282.108,26.637,β-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CCL7,model_3_multimer_v3_pred_2,0.196799203,0.943194081375993,1.13999328463742,FALSE,A,B,27.0164,6.89803,0.925583,-2.15436,-3.55563,-12.8764,-0.852595,18.842,-18.0826,6.93098,5.80441,3.11854,0,0,1.08221,3.02905,4.30122,-0.0300367,0,0,-0.329926,0,0,2.384,495,27,3,2,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL7_relaxed_model_3_multimer_v3_pred_2.pdb,-9.4,1.2e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__CXCL8,SARS-CoV-2-BA.1.1-N,CXCL8,3,./results/SARS-CoV-2-BA.1.1-N__CXCL8/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL8_89w.pdb,4,-103.93,14.41,-62,11.2,-419.35,48.8,2736.27,108.34,28.964,1.988,46,0,0,0,2733.213,188.558,156.723,19.214,-14.6,2.1e-11,27.3615,5.76241,-0.878636,257.308,21.5796,α-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CXCL8,model_4_multimer_v3_pred_2,0.335957076,0.979984828555875,1.31594190427045,FALSE,A,B,36.7008,10.0708,5.81994,-5.06295,-8.32453,-26.5955,-3.85842,40.71,-36.1205,20.2553,17.9069,6.75831,0,0,0,1.11044,10.2705,-0.171503,0,0,-0.843056,0,0.0554677,2.384,493,71,6,6,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL8_relaxed_model_4_multimer_v3_pred_2.pdb,-14.8,1.3e-11,FALSE,FALSE,Not Wet Hit
BANAL-20-52-N__IFNA2,BANAL-20-52-N,IFNA2,2,./results/BANAL-20-52-N__IFNA2/run1/structures/it1/water/BANAL-20-52-N__IFNA2_129w.pdb,4,-65.43,6.05,-41.69,8.84,-237.4,61.89,3243.63,147.03,19.947,4.464,55.5,0,0,0,2058.17,121.207,255.139,14.428,-10.2,3.2e-8,31.7895,10.3484,-0.863386,267.199,-7.56045,Interferon,0.08461621909897774,BANAL-20-52-N__IFNA2,model_4_multimer_v3_pred_2,0.717233838,0.981010390318699,1.69824422836652,TRUE,A,B,16.9537,7.41255,-30.86,-2.9842,-9.95615,-24.5637,-1.42924,24.5276,-38.2445,1.70113,18.2682,2.89038,0,0,0,0.275636,4.10398,-0.813813,0,0,-0.639865,0,0.108531,2.384,584,69,0,0,0,FALSE,./best_AF2_and_GDock/BANAL-20-52-N_IFNA2_relaxed_model_4_multimer_v3_pred_2.pdb,-11,8.3e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-N__CCL13,SARS-CoV-N,CCL13,5,./results/SARS-CoV-N__CCL13/run1/structures/it1/water/SARS-CoV-N__CCL13_134w.pdb,11,-91.32,8.46,-69.35,8.36,-219.65,26.52,2626.49,175.78,-0.274,2.975,44.91,0,0,0,2170.448,96.229,149.094,18.037,-11.2,6.1e-9,23.2992,4.44204,-0.857624,280.741,12.5634,β-Chemokine,0.29716239543411815,SARS-CoV-N__CCL13,model_4_multimer_v3_pred_4,0.604400804,0.876218756031438,1.48061956015764,TRUE,A,B,19.1744,1.72074,-7.10583,-3.54999,-5.35386,-11.5296,-1.26202,15.5819,-14.8664,0.264915,9.65868,4.28012,0,0,0,0.102116,2.55675,2.22e-16,0,0,-0.436139,0,0.00447908,2.384,497,34,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CCL13_relaxed_model_4_multimer_v3_pred_4.pdb,-9.1,2.1e-7,FALSE,TRUE,HCoV-OC43 Wet Hit
MERS-CoV-N__IL-12p70,MERS-CoV-N,IL-12p70,5,./results/MERS-CoV-N__IL-12p70/run1/structures/it1/water/MERS-CoV-N__IL-12p70_22w.pdb,2,-101.23,1.67,-57.36,2.77,-438.73,11,5658.65,225.96,29.722,0.253,90.5,0,0,0,3038.54,16.28,450.486,22.915,-15.2,6.5e-12,34.6828,37.856,-0.853343,284.241,31.0061,Interleukin,0.6914016023344134,MERS-CoV-N__IL-12p70,model_4_multimer_v3_pred_0,0.463936654,0.959847372803543,1.42378402640518,TRUE,A,B,78.2746,9.28089,-0.186633,-10.5898,-16.5546,-30.3839,-6.61283,58.7162,-34.6344,12.6214,16.739,11.2799,0,0,0,0.936585,7.7771,0,0,0,-1.76612,0,0.0619631,2.384,914,92,5,4,1,FALSE,./best_AF2_and_GDock/MERS-CoV-N_IL-12p70_relaxed_model_4_multimer_v3_pred_0.pdb,-23.5,5.7e-18,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL27,1,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27_88w.pdb,5,-91.79,9.3,-65.34,9.48,-264.48,16.6,2980.37,98.25,12.495,0.845,46.4,0,0,0,2482.172,97.386,192.297,10.906,-12.2,1e-9,25.0203,4.72438,-0.840155,269.332,23.2113,β-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL27,model_2_multimer_v3_pred_1,0.250038925,0.930613650004706,1.18065257503417,FALSE,A,B,20.1576,6.61835,13.8438,-2.80837,-4.23901,-24.5204,-0.1919,39.7514,-32.7539,13.0155,13.5192,10.6959,0,0,-5.2e-17,2.10118,18.2801,0.13235,0,0,-0.877943,0,0.0198346,2.384,507,51,7,3,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL27_relaxed_model_2_multimer_v3_pred_1.pdb,-11.4,4.6e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-WA1-N__CCL14,SARS-CoV-2-WA1-N,CCL14,1,./results/SARS-CoV-2-WA1-N__CCL14/run1/structures/it1/water/SARS-CoV-2-WA1-N__CCL14_198w.pdb,12,-104.12,9.79,-79.86,9.17,-242.53,84.95,3128.02,141.71,6.23,10.427,51.67,0,0,0,2576.307,163.432,190.661,20.155,-14.9,1.1e-11,18.3919,5.07075,-0.836884,263.782,20.4924,β-Chemokine,0,SARS-CoV-2-WA1-N__CCL14,model_3_multimer_v3_pred_4,0.216085325,0.967735059134124,1.18382038418428,FALSE,A,B,29.4799,6.71366,19.5318,-2.71505,-4.59602,-20.0716,-0.204608,33.0075,-25.964,19.5504,6.37334,8.96527,0,0,0,5.31376,11.1482,-0.00777004,0,0,-0.119361,0,5.55e-17,2.384,493,44,10,8,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL14_relaxed_model_3_multimer_v3_pred_4.pdb,-14.2,3.7e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__CCL13,SARS-CoV-2-BA.2-N,CCL13,2,./results/SARS-CoV-2-BA.2-N__CCL13/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL13_126w.pdb,7,-82.17,6.8,-60.65,6.31,-215.19,33.51,3047.83,124.1,12.546,1.546,49.57,0,0,0,2055.871,113.381,213.639,16.632,-9.4,1.3e-7,22.2305,4.20005,-0.804164,248.608,18.5361,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.2-N__CCL13,model_4_multimer_v3_pred_1,0.644908147,0.895452671299126,1.54036081871362,TRUE,A,B,15.4481,2.84802,-1.17877,-5.46917,-5.44818,-19.3905,-1.42559,29.6775,-24.1988,5.75503,11.1702,7.98642,0,0,0,0.815232,4.35508,-4.44e-16,0,0,-0.659907,0,0.00894749,2.384,491,48,2,2,1,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL13_relaxed_model_4_multimer_v3_pred_1.pdb,-13.2,2.2e-10,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-XBB-N__CXCL6,SARS-CoV-2-XBB-N,CXCL6,5,./results/SARS-CoV-2-XBB-N__CXCL6/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL6_132w.pdb,5,-95.35,8.76,-61.48,9.16,-338.68,19.88,2730.97,198.94,24.578,3.12,49,0,0,0,2593.356,126.565,168.459,22.544,-11.3,5e-9,28.3294,5.19533,-0.799329,261.574,20.7586,α-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__CXCL6,model_3_multimer_v3_pred_4,0.329315756,0.980944417965315,1.31026017398352,TRUE,A,B,26.133,3.98397,-13.5619,-3.6448,-4.40917,-11.2898,-0.690667,12.36,-16.6127,0.295116,6.11385,4.37329,0,0,0,0.0937992,1.14478,0.11886,0,0,-0.287402,0,0.0177448,2.384,493,37,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL6_relaxed_model_3_multimer_v3_pred_4.pdb,-8.4,7.1e-7,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CXCL1,SARS-CoV-2-P.1-N,CXCL1,2,./results/SARS-CoV-2-P.1-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-P.1-N__CXCL1_136w.pdb,5,-101.81,8.68,-71.81,9.25,-299.95,17.95,2728.11,217.98,16.961,2.022,44.6,0,0,0,2825.206,179.548,157.967,18.668,-9.8,6e-8,24.5331,3.27376,-0.782771,282.08,22.1185,α-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CXCL1,model_2_multimer_v3_pred_3,0.361915863,0.960393517999982,1.32230938083143,TRUE,A,B,18.144,2.75311,-9.72917,-6.54077,-5.75425,-13.2538,-1.58844,19.4488,-16.0167,1.30726,7.23222,5.96617,0,0,0,0.108511,2.55673,-0.0937067,0,0,-0.548844,0,0.00430722,2.384,492,39,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL1_relaxed_model_2_multimer_v3_pred_3.pdb,-9.2,1.7e-7,FALSE,FALSE,Not Wet Hit
BANAL-20-52-N__CXCL13,BANAL-20-52-N,CXCL13,11,./results/BANAL-20-52-N__CXCL13/run1/structures/it1/water/BANAL-20-52-N__CXCL13_46w.pdb,4,-108.02,14.39,-76.51,15.31,-315.09,26.16,2706.91,126.61,12.856,6.309,48.25,0,0,0,2560.81,290.812,144.016,19.411,-13.3,1.6e-10,26.3295,4.69904,-0.767478,260.953,32.3021,α-Chemokine,0.08461621909897774,BANAL-20-52-N__CXCL13,model_3_multimer_v3_pred_2,0.48842524,0.951990784303311,1.44041602469667,TRUE,A,B,16.8093,7.72269,-8.768,-4.55964,-4.27747,-10.5967,-1.53912,14.3488,-13.9024,0.233342,7.84288,3.99601,0,0,0,0.0321722,4.24408,0.159946,0,0,-0.505814,0,0,2.384,506,38,2,0,2,FALSE,./best_AF2_and_GDock/BANAL-20-52-N_CXCL13_relaxed_model_3_multimer_v3_pred_2.pdb,-6.7,1.2e-5,FALSE,TRUE,HCoV-OC43 Wet Hit
SARS-CoV-2-XBB-N__CCL17,SARS-CoV-2-XBB-N,CCL17,3,./results/SARS-CoV-2-XBB-N__CCL17/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL17_101w.pdb,5,-80.28,6.23,-58.39,2.35,-218.93,67.07,2916.03,75.99,18.589,2.862,46.8,0,0,0,1845.05,121.347,208.017,15.002,-10.7,1.4e-8,22.8412,4.02199,-0.757385,252.016,20.2511,β-Chemokine,0.10963225241337865,SARS-CoV-2-XBB-N__CCL17,model_3_multimer_v3_pred_1,0.207624054,0.971035819656222,1.17865987367264,FALSE,A,B,25.7029,5.91352,4.75959,-1.70029,-8.27895,-20.7827,-2.83649,36.9326,-24.0119,5.55103,9.43313,8.54292,0,0,0,2.18555,13.3925,-0.123858,0,-8.88e-16,-0.15141,0,0,2.384,487,50,5,1,4,FALSE,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL17_relaxed_model_3_multimer_v3_pred_1.pdb,-12.6,6e-10,FALSE,FALSE,Not Wet Hit
