protein_A,protein_B,experiment,model,iptm+ptm,Interaction Energy,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,is_max
SARS-CoV-2-B.1.1-N,CCL21,SARS-CoV-2-B.1.1-N_CCL21,model_4_multimer_v3_pred_0,0.197287894,1.39815,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL21/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,12.9035,8.03066,-4.40292,-9.4329,-22.5458,-1.23641,38.0077,-24.7901,2.32196,10.9493,10.5728,0,0,0.0283957,1.41761,17.0448,0.375264,0,0,0.075224,0,0.0581101,2.384,530,59,7,0,7,TRUE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CCL21,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL21,model_4_multimer_v3_pred_0,0.206544047,1.40481,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL21/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,20.5437,8.09343,-5.18424,-16.0893,-21.8432,-3.00254,38.8531,-23.7446,5.46164,15.1966,10.1084,0,0,-6.94E-18,1.72195,11.5643,-0.163255,0,8.88E-16,0.0687534,0,0.021595,2.384,530,61,5,1,4,TRUE,TRUE
SARS-CoV-2-BA.4-N,CCL13,SARS-CoV-2-BA.4-N_CCL13,model_4_multimer_v3_pred_2,0.639602148,1.41509,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CCL13/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,20.0026,7.30318,-5.24023,-8.71862,-16.9367,-1.14214,25.8744,-20.8657,3.6966,10.601,8.04267,0,0,1.83735,4.71145,13.8191,-0.0195028,0,0,-0.430102,0,0.00469419,2.384,491,42,5,0,5,FALSE,TRUE
SARS-CoV-2-B.1.1.529-N,CCL28,SARS-CoV-2-B.1.1.529-N_CCL28,model_1_multimer_v3_pred_3,0.258488241,1.41678,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_CCL28/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,22.3523,9.39184,-1.7531,-4.60775,-9.56728,-4.39332,15.924,-10.7463,5.74929,6.77098,4.78093,0,0,0,0.249783,3.07872,1.03481,0,0,-2.06267,0,0.0374294,2.384,524,36,2,2,0,TRUE,TRUE
SARS-CoV-2-B.1.1-N,IL-10,SARS-CoV-2-B.1.1-N_IL-10,model_4_multimer_v3_pred_2,0.242858748,1.43858,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IL-10/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,15.0801,4.63604,-0.397013,-2.06913,-2.51934,-0.10219,4.88628,-2.79384,0.0110548,2.76319,1.56177,0,0,0,0.178186,0.392757,-1.16E-05,0,0,-0.0803851,0,5.55E-17,2.384,579,11,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,XCL1,SARS-CoV-2-P.1-N_XCL1,model_2_multimer_v3_pred_2,0.219822082,1.46097,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_XCL1/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,21.8634,6.29601,-1.88824,-4.41116,-14.9161,-0.140457,22.2002,-19.6677,4.90299,8.20277,5.67717,0,0,0,1.6144,2.42471,-0.0575523,0,0,-0.0553566,0,0,2.384,512,37,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,IL-13,SARS-CoV-2-B.1.617.2-DeltaA-N_IL-13,model_3_multimer_v3_pred_2,0.195764583,1.479,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-13/relaxed_model_3_multimer_v3_pred_2_Repair.pdb,A,B,24.425,9.845,-3.82806,-2.15124,-18.1293,-0.36339,29.2806,-23.7017,5.33679,5.77934,8.30075,0,0,0,1.41037,6.44881,-0.153363,0,0,-0.354007,0,0.052217,2.384,529,49,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL16,SARS-CoV-2-B.1.1-N_CCL16,model_2_multimer_v3_pred_1,0.22841743,1.48484,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL16/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,51.7496,9.53022,-2.49304,-2.65195,-16.0269,0.0875213,22.9342,-20.2714,3.11498,7.63572,8.25303,0,0,0,0.735572,5.21336,0,0,0,0.120736,0,0.0463456,2.384,516,40,4,2,2,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CCL24,SARS-CoV-2-BQ.1-N_CCL24,model_5_multimer_v3_pred_0,0.257957152,1.52648,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CCL24/relaxed_model_5_multimer_v3_pred_0_Repair.pdb,A,B,21.7661,3.86048,-0.970361,-1.87772,-7.23831,-1.41162,10.6029,-8.72961,2.57385,4.85271,3.77017,0,0,0,0.327556,1.85714,-0.142033,0,0,-0.230998,0,-1.39E-17,2.384,517,29,2,2,0,FALSE,TRUE
SARS-CoV-N,CCL8,SARS-CoV-N_CCL8,model_2_multimer_v3_pred_0,0.243859408,1.53136,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CCL8/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,24.6644,5.531,-3.49202,-4.7102,-12.9091,-0.547194,18.7781,-15.4407,2.89154,8.66087,8.49589,0,0,0,0.0808211,4.52,1.11E-16,0,0,-0.390519,0,0.113826,2.384,498,37,1,0,1,FALSE,TRUE
MERS-CoV-N,CCL7,MERS-CoV-N_CCL7,model_4_multimer_v3_pred_4,0.288855386,1.53383,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_CCL7/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,16.4661,8.51455,-0.730515,-0.460203,-13.4387,-0.65404,20.3349,-15.4322,0.705452,5.19053,3.62103,0,0,0.80072,2.01295,2.37113,0.157827,0,0,-0.593094,0,0.0191363,2.384,487,43,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,IL-10,SARS-CoV-2-P.1-N_IL-10,model_1_multimer_v3_pred_1,0.180849701,1.5526,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_IL-10/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,18.7886,4.57965,7.11E-14,6.39E-14,-1.69446,-0.317485,2.9343,-2.01081,0.000219652,1.12687,1.80287,0,0,0,5.88E-06,0.166326,0.110203,0,0,-0.399108,0,-5.55E-17,2.384,579,15,0,0,0,FALSE,TRUE
RaTG13-N,CCL1,RaTG13-N_CCL1,model_2_multimer_v3_pred_2,0.253359876,1.67165,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CCL1/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,23.0483,11.2489,-0.957829,-3.92984,-6.19169,-1.47546,10.5421,-7.103,2.40258,5.42597,3.05161,0,0,0,0.188571,1.1392,0.0325206,0,-1.78E-15,-0.313879,0,0,2.384,492,33,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,IL-12p70,SARS-CoV-2-BA.1.1-N_IL-12p70,model_4_multimer_v3_pred_2,0.518107418,1.6889,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_IL-12p70/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,C,23.68,8.44,-2.94298,-3.34189,-11.4702,-1.90987,19.623,-14.0413,6.06034,5.42744,4.49607,0,0,0,0.881895,3.05754,0.133667,0,0,-1.22726,0,0,2.384,919,42,2,2,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL17,SARS-CoV-2-B.1.1-N_CCL17,model_1_multimer_v3_pred_0,0.286103046,1.71762,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL17/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,17.0946,5.79687,-3.8172,-5.28037,-11.1847,-2.02974,22.2998,-10.263,1.26165,5.03786,6.55227,0,0,0,0.0607767,3.89044,-0.200143,0,8.88E-16,-0.719611,0,0,2.384,490,44,0,0,0,FALSE,TRUE
SARS-CoV-N,IL-1beta,SARS-CoV-N_IL-1beta,model_1_multimer_v3_pred_4,0.266937746,1.76739,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_IL-1beta/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,35.2734,5.99997,-2.62464,-1.82582,-9.80284,0.805865,14.2412,-14.0797,4.58126,4.16622,5.58776,0,0,0,0.273517,1.10991,0,0,0,0.444572,0,-1.25E-16,2.384,575,37,2,2,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,IL-17a,SARS-CoV-2-B.1.351-N_IL-17a,model_2_multimer_v3_pred_4,0.212240059,1.77296,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_IL-17a/relaxed_model_2_multimer_v3_pred_4_Repair.pdb,A,B,18.4972,5.25805,-1.48374,-4.38302,-9.54075,-1.91704,16.679,-10.43,2.57576,6.17515,4.65006,0,0,0,0.402422,5.34952,-0.146589,0,0,-0.808349,0,1.11E-16,2.384,551,45,1,0,1,FALSE,TRUE
SARS-CoV-2-WA1-N,CXCL10,SARS-CoV-2-WA1-N_CXCL10,model_2_multimer_v3_pred_3,0.32371172,1.82139,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CXCL10/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,33.8176,4.60046,-5.26106,-5.02955,-16.2886,-2.49841,25.5351,-20.0771,7.7093,10.6274,6.69312,0,0,0,0.495597,3.25703,0.0385041,0,0,-0.122928,0,0,2.384,496,51,1,1,0,TRUE,TRUE
SARS-CoV-2-WA1-N,CXCL9,SARS-CoV-2-WA1-N_CXCL9,model_2_multimer_v3_pred_0,0.233228118,1.82532,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CXCL9/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,11.7871,7.8885,-3.01686,-5.76665,-13.2643,-0.227691,22.4441,-16.0168,4.02813,6.61503,6.95458,0,0,0,0.371368,5.97788,-0.1528,0,0,-0.142753,0,9.71E-17,2.384,522,39,1,0,1,TRUE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,IL-18,SARS-CoV-2-B.1.617.2-DeltaA-N_IL-18,model_4_multimer_v3_pred_3,0.277602222,1.83286,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-18/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,23.0487,8.47536,-7.23386,-6.02889,-20.4252,-4.97029,35.3964,-25.1394,8.21505,12.6863,9.15223,0,0,0.123032,1.29907,15.2019,-0.170575,0,0,-1.07115,0,0,2.384,575,62,6,3,4,FALSE,TRUE
OC43-N,CCL4L1,OC43-N_CCL4L1,model_3_multimer_v3_pred_3,0.300160368,1.85793,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CCL4L1/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,39.8968,4.44314,-1.5065,-2.91445,-12.8861,-0.429382,19.8869,-15.1668,2.71685,7.14655,4.82957,0,0,0,0.529889,10.4348,0,0,0,-0.348576,0,0,2.384,489,37,3,0,3,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL19,SARS-CoV-2-B.1.1-N_CCL19,model_4_multimer_v3_pred_1,0.260936275,1.86873,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL19/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,17.8137,7.29263,-6.68621,-15.1203,-24.4562,-5.25934,48.4768,-25.2008,4.16148,10.5599,12.1531,0,0,1.89233,2.27373,17.8575,-0.0500832,0,0,-0.875536,0,-2.78E-17,2.384,496,63,6,0,6,FALSE,TRUE
SARS-CoV-2-BA.2-N,CCL26,SARS-CoV-2-BA.2-N_CCL26,model_4_multimer_v3_pred_1,0.235724442,1.9266,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CCL26/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,37.0478,3.88817,-1.34399,-6.78297,-11.3015,-3.23121,21.6631,-11.7392,2.15269,6.1486,5.84261,0,0,0,1.37983,2.53757,-0.182159,0,8.88E-16,-0.755618,0,0.0763982,2.384,487,38,0,0,0,TRUE,TRUE
SARS-CoV-2-B.1.1.7-N,CCL15,SARS-CoV-2-B.1.1.7-N_CCL15,model_4_multimer_v3_pred_3,0.401187009,1.92913,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CCL15/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,14.4554,4.23306,-5.33473,-10.6743,-21.9748,-6.69628,38.3561,-24.2202,12.483,11.1306,9.6496,0,0,0,0.183403,9.4107,-0.00207258,0,0,-0.971333,0,4.86E-17,2.384,511,68,3,2,3,FALSE,TRUE
SARS-CoV-2-BA.4-N,CCL17,SARS-CoV-2-BA.4-N_CCL17,model_4_multimer_v3_pred_1,0.34506395,1.94199,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CCL17/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,19.6002,8.96463,-6.74339,-12.4824,-19.9707,-2.66987,36.5218,-21.3048,6.95126,13.8323,7.76454,0,0,0,0.796282,3.67525,0.0582848,0,0,-0.819054,0,0.00769918,2.384,487,58,2,2,0,FALSE,TRUE
SARS-CoV-2-XBB-N,CCL14,SARS-CoV-2-XBB-N_CCL14,model_3_multimer_v3_pred_0,0.266249556,1.96485,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CCL14/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,20.723,2.02744,-3.0841,-4.87749,-15.9056,-0.324191,24.1161,-20.8792,5.59405,8.56315,8.51639,0,0,0,0.207347,2.27511,4.44E-16,0,0,-0.0202972,0,0.0587059,2.384,490,55,2,2,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,CXCL7,SARS-CoV-2-BA.4-N_CXCL7,model_4_multimer_v3_pred_2,0.239361915,2.01018,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CXCL7/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,26.7915,2.94993,-3.79406,-4.72452,-14.384,0.736605,24.6846,-17.5294,0.461526,9.08103,7.25633,0,0,0,0.0717236,4.77073,-0.00662741,0,0,0.157028,0,2.78E-17,2.384,510,41,0,0,0,FALSE,TRUE
SARS-CoV-2-XBB-N,IL-10,SARS-CoV-2-XBB-N_IL-10,model_1_multimer_v3_pred_1,0.20718241,2.03216,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IL-10/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,22.1554,5.90993,-5.23295,-6.58879,-19.4619,-3.54487,32.5429,-22.3695,7.7603,12.0817,7.40722,0,0,0,0.132318,7.79937,-0.117874,0,0,-0.576444,0,-8.33E-17,2.384,576,40,5,4,2,FALSE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CCL26,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL26,model_4_multimer_v3_pred_1,0.228807451,2.14516,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL26/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,17.9034,11.8417,-0.628467,-9.23303,-13.6528,-2.22695,24.5164,-15.0051,7.64624,5.22361,5.82213,0,0,0,0.575744,8.04961,-0.108796,0,0,-0.84575,0,0.0619181,2.384,490,42,5,3,2,TRUE,TRUE
SARS-CoV-2-WA1-N,IL-13,SARS-CoV-2-WA1-N_IL-13,model_1_multimer_v3_pred_1,0.195750703,2.16738,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IL-13/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,28.356,5.21494,-2.80111,-3.3855,-15.5882,-1.4116,25.317,-18.685,2.93285,7.30745,8.52692,0,0,0,0.379281,4.75243,0.0917943,0,0,-0.521243,0,0.00474267,2.384,529,37,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,CCL1,SARS-CoV-2-B.1.1.7-N_CCL1,model_2_multimer_v3_pred_2,0.272178465,2.19624,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CCL1/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,25.1096,6.75769,-0.94231,-4.72152,-10.4632,-0.306811,15.3323,-11.8909,0.915211,6.53693,6.70413,0,0,0,1.2607,2.06482,0.00753479,0,0,-0.23578,0,1.11E-16,2.384,492,28,0,0,0,FALSE,TRUE
BANAL-20-52-N,CCL15,BANAL-20-52-N_CCL15,model_4_multimer_v3_pred_3,0.403626448,2.26971,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CCL15/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,22.5315,14.2915,-5.84899,-13.2784,-22.8307,-5.71434,40.1012,-24.5951,11.7101,12.9175,9.75095,0,0,0,0.486292,6.30617,-0.0564983,0,0,-0.376769,0,0.0045832,2.384,511,71,4,4,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,IL-10,SARS-CoV-2-BA.1.1-N_IL-10,model_5_multimer_v3_pred_0,0.17743411,2.28915,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_IL-10/relaxed_model_5_multimer_v3_pred_0_Repair.pdb,A,B,15.5407,6.67487,1.42E-14,-1.7205,-5.28951,-0.419996,9.07549,-6.3569,0.0462576,4.1546,2.8109,0,0,0,0.000677731,0.389428,0.358842,0,0,-0.370704,0,0,2.384,576,33,0,0,0,FALSE,TRUE
SARS-CoV-2-P.1-N,CXCL4,SARS-CoV-2-P.1-N_CXCL4,model_3_multimer_v3_pred_0,0.292731039,2.30186,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_CXCL4/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,35.6109,6.09377,-6.35023,-9.36599,-25.9639,-0.994218,39.6143,-37.1069,18.914,15.1404,7.4778,0,0,0,1.28503,8.05803,-0.00668571,0,0,-0.358078,0,0.0163145,2.384,489,66,5,5,0,TRUE,TRUE
SARS-CoV-2-BA.1.1-N,CCL21,SARS-CoV-2-BA.1.1-N_CCL21,model_4_multimer_v3_pred_1,0.20560653,2.34324,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CCL21/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,19.4901,9.08544,-6.41101,-7.62581,-21.2309,-2.37987,35.1086,-24.0544,5.25206,12.2549,11.0528,0,0,6.51E-19,0.718322,8.16728,0.0441764,0,0,-0.385764,0,4.86E-17,2.384,527,68,3,1,2,TRUE,TRUE
SARS-CoV-2-BA.1.1-N,IL-13,SARS-CoV-2-BA.1.1-N_IL-13,model_4_multimer_v3_pred_3,0.193812308,2.37696,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_IL-13/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,27.0395,4.05096,-4.06553,-4.34283,-14.3763,-1.32967,24.6192,-16.1793,1.91182,8.10846,7.14634,0,0,0,0.86699,3.73711,0.190664,0,0,-0.172951,0,0,2.384,526,42,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,CCL26,SARS-CoV-2-B.1.1.7-N_CCL26,model_4_multimer_v3_pred_2,0.239736491,2.38994,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CCL26/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,20.1618,6.76825,-0.1249,-3.57767,-11.4044,-1.55516,17.9319,-14.1813,4.81129,7.11039,3.4154,0,0,0,0.425578,1.81778,-0.207373,0,0,-0.284328,0,0.030502,2.384,490,37,2,2,0,TRUE,TRUE
OC43-N,CCL21,OC43-N_CCL21,model_3_multimer_v3_pred_4,0.235500335,2.40353,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CCL21/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,A,B,54.1467,12.9847,-10.6246,-9.32698,-31.367,-5.10083,53.2191,-36.437,10.2458,15.4165,14.3981,0,0,1.17065,1.896,28.5679,0.273397,0,8.88E-16,-1.3595,0,-5.55E-17,2.384,559,74,9,2,8,TRUE,TRUE
SARS-CoV-N,CCL26,SARS-CoV-N_CCL26,model_2_multimer_v3_pred_4,0.263863974,2.46891,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CCL26/relaxed_model_2_multimer_v3_pred_4_Repair.pdb,A,B,15.3768,5.37348,-2.63109,-5.51756,-14.6657,-0.80473,20.5515,-17.2146,7.04197,9.37576,6.76318,0,0,0,0.132064,2.40527,-0.169963,0,0,-0.561439,0,0.16943,2.384,493,36,3,3,0,TRUE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CCL8,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL8,model_3_multimer_v3_pred_0,0.247576526,2.48395,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL8/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,40.0042,4.61738,-2.46168,-6.33412,-18.7335,-0.939444,27.5734,-25.7278,9.42749,12.306,6.54795,0,0,0,1.05734,6.1488,0.0680879,0,0,-0.29973,0,-6.25E-17,2.384,495,49,3,3,0,FALSE,TRUE
SARS-CoV-N,CCL7,SARS-CoV-N_CCL7,model_2_multimer_v3_pred_0,0.288322119,2.48662,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-N_CCL7/relaxed_model_2_multimer_v3_pred_0_Repair.pdb,A,B,18.9472,3.23986,-2.27086,-6.19817,-12.0783,-0.854082,19.5542,-12.2023,2.08606,9.11929,5.52842,0,0,0,0.113035,0.872807,-0.0875175,0,0,-0.353973,0,0.130807,2.384,498,29,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IL-18,SARS-CoV-2-BQ.1-N_IL-18,model_1_multimer_v3_pred_0,0.231311169,2.49191,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IL-18/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,23.8021,5.37203,-1.65651,-4.13636,-6.54299,0.336259,11.6919,-7.63622,0.838938,7.15633,2.09395,0,0,0,0.101282,0.262966,0.0571748,0,0,0.135444,0,0.0527055,2.384,572,41,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CXCL12beta,SARS-CoV-2-B.1.351-N_CXCL12beta,model_2_multimer_v3_pred_2,0.277561611,2.51337,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CXCL12beta/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,17.2155,12.2703,-3.95444,-6.76729,-28.4942,-2.16053,45.397,-38.1359,11.4248,15.1418,8.49738,0,0,0,2.44986,14.6313,-0.19741,0,0,-0.687823,0,5.55E-17,2.384,491,69,8,4,6,FALSE,TRUE
SARS-CoV-2-B.1.1.7-N,CCL16,SARS-CoV-2-B.1.1.7-N_CCL16,model_4_multimer_v3_pred_1,0.22955327,2.52258,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.7-N_CCL16/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,20.105,9.18032,-4.40913,-9.31536,-23.0055,-1.54114,36.1617,-26.1078,7.01087,11.71,10.9872,0,0,0,1.1093,9.44428,-0.0349562,0,0,-0.0425419,0,-6.94E-18,2.384,516,57,4,2,2,FALSE,TRUE
SARS-CoV-2-B.1.351-N,CCL15,SARS-CoV-2-B.1.351-N_CCL15,model_2_multimer_v3_pred_2,0.209746904,2.59239,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.351-N_CCL15/relaxed_model_2_multimer_v3_pred_2_Repair.pdb,A,B,36.5785,4.34088,-2.85078,-4.18861,-12.3157,0.335618,22.3839,-15.7964,1.38998,7.33324,6.07859,0,0,0,0.09012,3.9477,-0.0311017,0,0,0.163576,0,-6.94E-18,2.384,511,49,1,0,1,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CCL5,SARS-CoV-2-BQ.1-N_CCL5,model_3_multimer_v3_pred_1,0.280714751,2.59456,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CCL5/relaxed_model_3_multimer_v3_pred_1_Repair.pdb,A,B,24.3359,5.54852,-3.67375,-8.4712,-20.4563,-0.731233,31.6113,-25.9505,10.4675,10.2633,9.20394,0,0,0,0.926719,4.11921,0.0405144,0,-8.88E-16,-0.63576,0,-6.94E-18,2.384,484,53,5,5,0,TRUE,TRUE
