experiment	model	iptm+ptm	gdock	n_protein	cytokine	wet_hit	total_score	negative_energy
SARS-CoV-2-XBB-N_TNFalpha	model_1_multimer_v3_pred_2	0.186059444855551	0.161563341754105	SARS-CoV-2-XBB-N	TNFalpha	False	0.347622786609656	False
SARS-CoV-2-B.1.1-N_IFNlambda1	model_4_multimer_v3_pred_4	0.186058307122541	0.16711275292364	SARS-CoV-2-B.1.1-N	IFNlambda1	False	0.35317106004618104	True
SARS-CoV-2-P.1-N_CCL14	model_1_multimer_v3_pred_0	0.186053723340348	0.540722564951789	SARS-CoV-2-P.1-N	CCL14	False	0.726776288292137	True
SARS-CoV-2-B.1.1.529-N_CCL18	model_1_multimer_v3_pred_1	0.186053175715927	0.753107949921519	SARS-CoV-2-B.1.1.529-N	CCL18	False	0.9391611256374459	True
SARS-CoV-2-XBB-N_TNFalpha	model_4_multimer_v3_pred_4	0.186050188316601	0.181457011091567	SARS-CoV-2-XBB-N	TNFalpha	False	0.367507199408168	True
SARS-CoV-2-BA.2-N_CCL13	model_3_multimer_v3_pred_3	0.18604922026199	0.479148422601005	SARS-CoV-2-BA.2-N	CCL13	False	0.665197642862995	False
SARS-CoV-2-B.1.1-N_CCL1	model_5_multimer_v3_pred_4	0.186044389736554	0.922903737135538	SARS-CoV-2-B.1.1-N	CCL1	False	1.108948126872092	False
SARS-CoV-2-BA.2-N_CCL13	model_1_multimer_v3_pred_2	0.18604424785833	0.06881386700338	SARS-CoV-2-BA.2-N	CCL13	False	0.25485811486171	True
RaTG13-N_IL-17a	model_3_multimer_v3_pred_1	0.186043721276772	0.136266984703141	RaTG13-N	IL-17a	False	0.32231070597991296	True
MERS-CoV-N_IL-6	model_5_multimer_v3_pred_1	0.186041110250316	0.95810786183379	MERS-CoV-N	IL-6	False	1.144148972084106	False
SARS-CoV-2-BA.4-N_TNFbeta	model_3_multimer_v3_pred_4	0.186038289310706	0.776310797487154	SARS-CoV-2-BA.4-N	TNFbeta	False	0.96234908679786	False
BANAL-20-52-N_CCL13	model_1_multimer_v3_pred_1	0.186024489753157	0.115006061679351	BANAL-20-52-N	CCL13	False	0.301030551432508	True
SARS-CoV-2-XBB-N_IL-13	model_1_multimer_v3_pred_1	0.186020924622829	0.258780915408896	SARS-CoV-2-XBB-N	IL-13	False	0.44480184003172496	False
SARS-CoV-2-B.1.1.7-N_CCL23	model_2_multimer_v3_pred_0	0.186010515981138	0.696336120270502	SARS-CoV-2-B.1.1.7-N	CCL23	False	0.8823466362516399	False
SARS-CoV-2-BA.2-N_CCL11	model_3_multimer_v3_pred_0	0.186007523561167	0.937240244210616	SARS-CoV-2-BA.2-N	CCL11	True	1.1232477677717831	False
SARS-CoV-2-BA.4-N_CCL8	model_1_multimer_v3_pred_0	0.186002972672281	0.114128816947868	SARS-CoV-2-BA.4-N	CCL8	False	0.30013178962014897	True
SARS-CoV-2-B.1.1-N_IFNbeta	model_5_multimer_v3_pred_2	0.186002566591652	0.026655392724734	SARS-CoV-2-B.1.1-N	IFNbeta	False	0.212657959316386	False
MERS-CoV-N_CCL2	model_1_multimer_v3_pred_2	0.186000964132906	0.878997777877	MERS-CoV-N	CCL2	False	1.064998742009906	True
SARS-CoV-2-XBB-N_IL-13	model_1_multimer_v3_pred_0	0.186000043500995	0.033738512599883	SARS-CoV-2-XBB-N	IL-13	False	0.219738556100878	True
SARS-CoV-2-B.1.1-N_IL-18	model_4_multimer_v3_pred_2	0.185992617302717	0.360106824684149	SARS-CoV-2-B.1.1-N	IL-18	False	0.546099441986866	False
SARS-CoV-2-B.1.1.7-N_CCL8	model_1_multimer_v3_pred_0	0.185990216676518	0.06751227109939	SARS-CoV-2-B.1.1.7-N	CCL8	False	0.253502487775908	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL16	model_5_multimer_v3_pred_2	0.185989963874257	0.819929214140382	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL16	False	1.005919178014639	False
SARS-CoV-2-WA1-N_CCL22	model_2_multimer_v3_pred_1	0.185989623567317	0.980443161856776	SARS-CoV-2-WA1-N	CCL22	False	1.166432785424093	False
SARS-CoV-2-XBB-N_CCL18	model_3_multimer_v3_pred_4	0.185987887540902	0.959604276561331	SARS-CoV-2-XBB-N	CCL18	False	1.1455921641022329	False
SARS-CoV-2-WA1-N_IL-13	model_3_multimer_v3_pred_0	0.185985385263379	0.968419045624492	SARS-CoV-2-WA1-N	IL-13	False	1.154404430887871	False
SARS-CoV-2-BA.1.1-N_IFNA2	model_2_multimer_v3_pred_0	0.185983305637458	0.643618236576748	SARS-CoV-2-BA.1.1-N	IFNA2	False	0.829601542214206	False
SARS-CoV-2-BQ.1-N_CCL22	model_3_multimer_v3_pred_0	0.185977350774652	0.537532525700369	SARS-CoV-2-BQ.1-N	CCL22	False	0.723509876475021	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL25	model_2_multimer_v3_pred_0	0.185970463103573	0.17944001128909	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL25	False	0.36541047439266305	False
BANAL-20-52-N_IFNA2	model_3_multimer_v3_pred_0	0.185966688332138	0.513371217575694	BANAL-20-52-N	IFNA2	False	0.6993379059078321	True
SARS-CoV-2-XBB-N_CCL19	model_5_multimer_v3_pred_0	0.185958703807008	0.130674010161436	SARS-CoV-2-XBB-N	CCL19	False	0.316632713968444	False
OC43-N_CXCL1	model_2_multimer_v3_pred_3	0.185955756372329	0.006949554715046	OC43-N	CXCL1	False	0.192905311087375	True
SARS-CoV-2-BQ.1-N_CCL16	model_5_multimer_v3_pred_3	0.185955394289106	0.927278450050047	SARS-CoV-2-BQ.1-N	CCL16	False	1.113233844339153	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL24	model_5_multimer_v3_pred_0	0.185955329156479	0.265639470882997	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL24	False	0.451594800039476	False
SARS-CoV-2-B.1.351-N_IL-13	model_2_multimer_v3_pred_2	0.185955190136236	0.044053469242078	SARS-CoV-2-B.1.351-N	IL-13	False	0.230008659378314	False
SARS-CoV-2-P.1-N_IL-17a	model_3_multimer_v3_pred_3	0.185952852995192	0.382989700674647	SARS-CoV-2-P.1-N	IL-17a	False	0.5689425536698389	True
SARS-CoV-2-WA1-N_IL-18	model_5_multimer_v3_pred_3	0.18595140638962	0.246920723689151	SARS-CoV-2-WA1-N	IL-18	False	0.432872130078771	True
SARS-CoV-2-P.1-N_CCL18	model_3_multimer_v3_pred_1	0.185939924113735	0.960283522187858	SARS-CoV-2-P.1-N	CCL18	False	1.146223446301593	True
SARS-CoV-2-BA.4-N_CCL11	model_5_multimer_v3_pred_2	0.185934949985767		SARS-CoV-2-BA.4-N	CCL11	True		True
SARS-CoV-2-B.1.1.7-N_CCL26	model_5_multimer_v3_pred_2	0.185926836119494	0.951086141063171	SARS-CoV-2-B.1.1.7-N	CCL26	True	1.137012977182665	False
BANAL-20-52-N_CCL25	model_4_multimer_v3_pred_4	0.185921203503837	0.884744310264638	BANAL-20-52-N	CCL25	False	1.0706655137684749	False
OC43-N_TNFalpha	model_3_multimer_v3_pred_3	0.185920920686191	0.101663336036476	OC43-N	TNFalpha	False	0.287584256722667	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IFNgamma	model_3_multimer_v3_pred_1	0.185920266699919	0.145564581229065	SARS-CoV-2-B.1.617.2-DeltaA-N	IFNgamma	False	0.331484847928984	True
OC43-N_CCL14	model_5_multimer_v3_pred_0	0.185917256697016	0.04242657168069	OC43-N	CCL14	False	0.228343828377706	True
SARS-CoV-2-P.1-N_TNFbeta	model_2_multimer_v3_pred_0	0.185906291565081	0.624707952453474	SARS-CoV-2-P.1-N	TNFbeta	False	0.810614244018555	False
SARS-CoV-2-BA.4-N_IFNbeta	model_5_multimer_v3_pred_2	0.185905899807796	0.110904045820307	SARS-CoV-2-BA.4-N	IFNbeta	False	0.29680994562810303	False
SARS-CoV-2-BQ.1-N_CCL14	model_1_multimer_v3_pred_0	0.18590041255025	0.854474275252281	SARS-CoV-2-BQ.1-N	CCL14	False	1.040374687802531	False
BANAL-20-52-N_IL-13	model_2_multimer_v3_pred_0	0.185896058618837	0.193270482917832	BANAL-20-52-N	IL-13	False	0.379166541536669	False
SARS-CoV-2-B.1.1-N_IL-6	model_3_multimer_v3_pred_1	0.185893576798306	0.869128281911998	SARS-CoV-2-B.1.1-N	IL-6	False	1.055021858710304	False
SARS-CoV-2-BA.4-N_CCL8	model_1_multimer_v3_pred_2	0.185888466407265	0.127185207458696	SARS-CoV-2-BA.4-N	CCL8	False	0.31307367386596097	False
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-17a	model_3_multimer_v3_pred_0	0.185880889259706	0.445858522834902	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-17a	False	0.631739412094608	True
SARS-CoV-2-BA.4-N_IL-17a	model_5_multimer_v3_pred_3	0.185879308299626	0.27792534117609	SARS-CoV-2-BA.4-N	IL-17a	False	0.46380464947571604	False
SARS-CoV-2-B.1.617.2-DeltaA-N_IL-18BP	model_5_multimer_v3_pred_4	0.185878278866126	0.045312598018307	SARS-CoV-2-B.1.617.2-DeltaA-N	IL-18BP	False	0.23119087688443302	True
SARS-CoV-2-XBB-N_IL-13	model_4_multimer_v3_pred_0	0.185877127813905	0.06144665607326	SARS-CoV-2-XBB-N	IL-13	False	0.247323783887165	False
SARS-CoV-2-XBB-N_IL-13	model_3_multimer_v3_pred_4	0.185876583009282	0.95809748556069	SARS-CoV-2-XBB-N	IL-13	False	1.143974068569972	False
SARS-CoV-2-B.1.351-N_IL-17a	model_3_multimer_v3_pred_1	0.185876287581006	0.355666471559422	SARS-CoV-2-B.1.351-N	IL-17a	False	0.541542759140428	True
SARS-CoV-2-BA.1.1-N_TNFbeta	model_3_multimer_v3_pred_1	0.185863266863875	0.977268344606779	SARS-CoV-2-BA.1.1-N	TNFbeta	False	1.163131611470654	True
SARS-CoV-2-BA.1.1-N_CCL22	model_3_multimer_v3_pred_2	0.185858159089972	0.980033297386498	SARS-CoV-2-BA.1.1-N	CCL22	False	1.16589145647647	False
BANAL-20-52-N_TNFbeta	model_3_multimer_v3_pred_4	0.185855986676913	0.752089280414839	BANAL-20-52-N	TNFbeta	False	0.9379452670917521	False
SARS-CoV-2-BQ.1-N_CCL25	model_5_multimer_v3_pred_3	0.185855552794907	0.475009689094071	SARS-CoV-2-BQ.1-N	CCL25	False	0.660865241888978	True
SARS-CoV-2-B.1.1-N_IFNlambda1	model_2_multimer_v3_pred_1	0.185855419724051	0.026301646205138	SARS-CoV-2-B.1.1-N	IFNlambda1	False	0.212157065929189	True
BANAL-20-52-N_IL-17a	model_3_multimer_v3_pred_3	0.18585530632958	0.351718033817342	BANAL-20-52-N	IL-17a	False	0.537573340146922	False
SARS-CoV-2-B.1.1.529-N_TNFbeta	model_3_multimer_v3_pred_1	0.185854336412658	0.956290679908429	SARS-CoV-2-B.1.1.529-N	TNFbeta	False	1.142145016321087	True
SARS-CoV-2-BA.2-N_IFNlambda1	model_2_multimer_v3_pred_4	0.185852154529149	0.070417438111479	SARS-CoV-2-BA.2-N	IFNlambda1	False	0.256269592640628	True
SARS-CoV-2-B.1.1.7-N_IL-13	model_1_multimer_v3_pred_2	0.185849130983425	0.774435016216637	SARS-CoV-2-B.1.1.7-N	IL-13	False	0.960284147200062	False
SARS-CoV-2-B.1.1.7-N_IL-13	model_1_multimer_v3_pred_4	0.185847327979542	0.210473090386485	SARS-CoV-2-B.1.1.7-N	IL-13	False	0.39632041836602705	False
SARS-CoV-2-B.1.1.7-N_CCL25	model_2_multimer_v3_pred_4	0.185845231962238	0.900116016510109	SARS-CoV-2-B.1.1.7-N	CCL25	False	1.0859612484723469	True
SARS-CoV-2-B.1.1.7-N_IFNgamma	model_1_multimer_v3_pred_1	0.185839645971808	0.007447319356182	SARS-CoV-2-B.1.1.7-N	IFNgamma	False	0.19328696532799	True
SARS-CoV-2-XBB-N_CCL24	model_5_multimer_v3_pred_2	0.185839312417175	0.035229141380281	SARS-CoV-2-XBB-N	CCL24	False	0.221068453797456	True
SARS-CoV-2-B.1.1.529-N_IFNA2	model_5_multimer_v3_pred_0	0.185837084735992	0.257706560951241	SARS-CoV-2-B.1.1.529-N	IFNA2	False	0.44354364568723303	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IFNlambda1	model_4_multimer_v3_pred_4	0.185826742546115	0.466533764301261	SARS-CoV-2-B.1.617.2-DeltaA-N	IFNlambda1	False	0.652360506847376	True
SARS-CoV-2-BA.2-N_IL-18	model_3_multimer_v3_pred_4	0.185816882703255	0.097748696067218	SARS-CoV-2-BA.2-N	IL-18	False	0.283565578770473	True
SARS-CoV-2-BA.2-N_IL-13	model_4_multimer_v3_pred_2	0.185807708275685	0.271353110445099	SARS-CoV-2-BA.2-N	IL-13	False	0.457160818720784	True
SARS-CoV-2-B.1.1.529-N_IFNlambda1	model_2_multimer_v3_pred_3	0.185805833837769	0.021568756363072	SARS-CoV-2-B.1.1.529-N	IFNlambda1	False	0.207374590200841	True
SARS-CoV-2-BA.2-N_CCL19	model_1_multimer_v3_pred_2	0.185801570938291	0.260639059851403	SARS-CoV-2-BA.2-N	CCL19	False	0.446440630789694	True
SARS-CoV-2-BA.2-N_IFNA2	model_2_multimer_v3_pred_1	0.185799511334951	0.585624366850719	SARS-CoV-2-BA.2-N	IFNA2	False	0.7714238781856699	True
SARS-CoV-2-WA1-N_IL-6	model_3_multimer_v3_pred_4	0.18579929750176	0.966060242064224	SARS-CoV-2-WA1-N	IL-6	False	1.151859539565984	False
OC43-N_CXCL1	model_2_multimer_v3_pred_4	0.185796521874524	0.058388045127781	OC43-N	CXCL1	False	0.244184567002305	True
RaTG13-N_CCL4	model_5_multimer_v3_pred_2	0.185793798812459	0.900679594188798	RaTG13-N	CCL4	False	1.086473393001257	False
MERS-CoV-N_CXCL1	model_3_multimer_v3_pred_4	0.185791961063816	0.355352639546024	MERS-CoV-N	CXCL1	False	0.5411446006098399	True
MERS-CoV-N_CCL26	model_5_multimer_v3_pred_2	0.185791793539987	0.868942147923002	MERS-CoV-N	CCL26	True	1.054733941462989	False
SARS-CoV-2-BA.2-N_CCL25	model_4_multimer_v3_pred_3	0.185782517268889	0.843847704269982	SARS-CoV-2-BA.2-N	CCL25	False	1.029630221538871	True
SARS-CoV-2-B.1.351-N_IL-17a	model_3_multimer_v3_pred_0	0.185782271246572	0.473459919360617	SARS-CoV-2-B.1.351-N	IL-17a	False	0.659242190607189	False
SARS-CoV-N_IL-17a	model_3_multimer_v3_pred_1	0.185778175368596	0.180615537215412	SARS-CoV-N	IL-17a	False	0.366393712584008	True
SARS-CoV-2-WA1-N_CCL24	model_5_multimer_v3_pred_3	0.185777794339253	0.088926102486931	SARS-CoV-2-WA1-N	CCL24	False	0.274703896826184	True
BANAL-20-52-N_IL-18BP	model_2_multimer_v3_pred_0	0.185777193452516	0.275981731432775	BANAL-20-52-N	IL-18BP	False	0.461758924885291	False
SARS-CoV-2-B.1.1.7-N_CCL2	model_1_multimer_v3_pred_4	0.185776713425947	0.874534699746133	SARS-CoV-2-B.1.1.7-N	CCL2	False	1.0603114131720799	False
SARS-CoV-2-BA.1.1-N_CXCL9	model_5_multimer_v3_pred_1	0.185766455561498	0.478832439700463	SARS-CoV-2-BA.1.1-N	CXCL9	True	0.664598895261961	True
SARS-CoV-2-BQ.1-N_CXCL14	model_5_multimer_v3_pred_1	0.185765791947573	0.205052772032898	SARS-CoV-2-BQ.1-N	CXCL14	True	0.390818563980471	False
SARS-CoV-2-B.1.1.7-N_IFNbeta	model_5_multimer_v3_pred_2	0.185765549276971	0.230081658511408	SARS-CoV-2-B.1.1.7-N	IFNbeta	False	0.415847207788379	False
SARS-CoV-2-P.1-N_IL-1beta	model_5_multimer_v3_pred_2	0.185764331028179	0.024979175807267	SARS-CoV-2-P.1-N	IL-1beta	False	0.210743506835446	True
SARS-CoV-2-XBB-N_IL-18	model_2_multimer_v3_pred_1	0.185763023664876	0.62673344407547	SARS-CoV-2-XBB-N	IL-18	False	0.812496467740346	False
SARS-CoV-2-P.1-N_CCL19	model_1_multimer_v3_pred_1	0.185762334938125	0.949955034789556	SARS-CoV-2-P.1-N	CCL19	False	1.135717369727681	True
SARS-CoV-2-P.1-N_CCL2	model_3_multimer_v3_pred_1	0.185757088792302	0.832560398514595	SARS-CoV-2-P.1-N	CCL2	False	1.018317487306897	False
SARS-CoV-2-BA.2-N_IL-17a	model_1_multimer_v3_pred_1	0.185755952650468	0.164937127544878	SARS-CoV-2-BA.2-N	IL-17a	False	0.35069308019534595	False
SARS-CoV-2-B.1.1-N_CCL8	model_1_multimer_v3_pred_1	0.185755686650268	0.074616709953595	SARS-CoV-2-B.1.1-N	CCL8	False	0.260372396603863	False
SARS-CoV-2-B.1.1.7-N_IL-17a	model_3_multimer_v3_pred_2	0.185753311342816	0.365584355990969	SARS-CoV-2-B.1.1.7-N	IL-17a	False	0.551337667333785	False
SARS-CoV-2-B.1.1.529-N_TNFbeta	model_3_multimer_v3_pred_2	0.185750496508234	0.969188910105982	SARS-CoV-2-B.1.1.529-N	TNFbeta	False	1.154939406614216	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4	model_3_multimer_v3_pred_2	0.185743419380367	0.953746060873963	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL4	False	1.13948948025433	False
SARS-CoV-2-BA.4-N_IFNA2	model_2_multimer_v3_pred_1	0.185742051421243	0.713172077072075	SARS-CoV-2-BA.4-N	IFNA2	False	0.898914128493318	True
SARS-CoV-2-BA.1.1-N_IL-17a	model_1_multimer_v3_pred_4	0.185741736034466	0.094090622931553	SARS-CoV-2-BA.1.1-N	IL-17a	False	0.279832358966019	True
OC43-N_TNFalpha	model_1_multimer_v3_pred_1	0.18574153508424	0.021484266098847	OC43-N	TNFalpha	False	0.20722580118308698	False
SARS-CoV-2-B.1.1.529-N_CCL13	model_1_multimer_v3_pred_1	0.185738013297982	0.023702389970183	SARS-CoV-2-B.1.1.529-N	CCL13	False	0.20944040326816502	True
SARS-CoV-2-B.1.351-N_CCL3L1	model_1_multimer_v3_pred_3	0.185734095960897	0.065165538347902	SARS-CoV-2-B.1.351-N	CCL3L1	False	0.25089963430879897	False
SARS-CoV-2-XBB-N_CCL26	model_3_multimer_v3_pred_3	0.18573327900617	0.972030838595971	SARS-CoV-2-XBB-N	CCL26	True	1.157764117602141	False
MERS-CoV-N_CCL23	model_4_multimer_v3_pred_3	0.185730822931689	0.22298234307836	MERS-CoV-N	CCL23	False	0.40871316601004903	False
RaTG13-N_CCL17	model_1_multimer_v3_pred_4	0.185727166684186	0.479491078758663	RaTG13-N	CCL17	False	0.665218245442849	False
SARS-CoV-2-BA.4-N_TNFbeta	model_3_multimer_v3_pred_0	0.185724834797144	0.972992342778539	SARS-CoV-2-BA.4-N	TNFbeta	False	1.158717177575683	False
RaTG13-N_CCL19	model_3_multimer_v3_pred_3	0.185722112200648	0.845071848574579	RaTG13-N	CCL19	False	1.030793960775227	False
SARS-CoV-2-BA.4-N_CCL4	model_2_multimer_v3_pred_1	0.185713153440156	0.321606520207141	SARS-CoV-2-BA.4-N	CCL4	False	0.5073196736472969	True
SARS-CoV-2-BA.2-N_IFNbeta	model_4_multimer_v3_pred_1	0.185711434443937	0.728630600920421	SARS-CoV-2-BA.2-N	IFNbeta	False	0.914342035364358	True
SARS-CoV-2-P.1-N_CCL19	model_3_multimer_v3_pred_1	0.185707602911444	0.637385043048489	SARS-CoV-2-P.1-N	CCL19	False	0.823092645959933	False
BANAL-20-52-N_IL-13	model_1_multimer_v3_pred_4	0.185706807914018	0.922619159695865	BANAL-20-52-N	IL-13	False	1.1083259676098831	False
SARS-CoV-2-P.1-N_TNFbeta	model_2_multimer_v3_pred_3	0.18570561208103	0.855151045764462	SARS-CoV-2-P.1-N	TNFbeta	False	1.040856657845492	False
SARS-CoV-2-B.1.1.529-N_CCL20	model_3_multimer_v3_pred_1	0.185702613263018	0.679954475210969	SARS-CoV-2-B.1.1.529-N	CCL20	False	0.8656570884739869	False
RaTG13-N_IFNlambda1	model_4_multimer_v3_pred_2	0.185702100563898	0.067042745409929	RaTG13-N	IFNlambda1	False	0.25274484597382696	True
SARS-CoV-2-BQ.1-N_CCL25	model_4_multimer_v3_pred_1	0.185700745587995	0.5089561128576	SARS-CoV-2-BQ.1-N	CCL25	False	0.694656858445595	True
SARS-CoV-2-B.1.1.529-N_IFNlambda1	model_4_multimer_v3_pred_2	0.185692715401574	0.230890523950928	SARS-CoV-2-B.1.1.529-N	IFNlambda1	False	0.41658323935250197	True
RaTG13-N_CCL15	model_1_multimer_v3_pred_3	0.185691025732304	0.66527356486962	RaTG13-N	CCL15	False	0.850964590601924	True
SARS-CoV-2-B.1.1-N_IL-18	model_2_multimer_v3_pred_4	0.185689541286885	0.213015200330017	SARS-CoV-2-B.1.1-N	IL-18	False	0.398704741616902	False
BANAL-20-52-N_IFNlambda1	model_2_multimer_v3_pred_2	0.185689028070741	0.102751087204662	BANAL-20-52-N	IFNlambda1	False	0.28844011527540303	True
SARS-CoV-2-B.1.1-N_IL-13	model_3_multimer_v3_pred_4	0.18568654468122	0.917369503974944	SARS-CoV-2-B.1.1-N	IL-13	False	1.103056048656164	False
SARS-CoV-2-B.1.1-N_IL-13	model_2_multimer_v3_pred_2	0.185685892317432	0.472318413587718	SARS-CoV-2-B.1.1-N	IL-13	False	0.6580043059051499	False
SARS-CoV-2-XBB-N_CCL21	model_4_multimer_v3_pred_0	0.185684943319541	0.916530240760847	SARS-CoV-2-XBB-N	CCL21	True	1.102215184080388	False
BANAL-20-52-N_IFNlambda1	model_4_multimer_v3_pred_4	0.185680384736611	0.753635494430341	BANAL-20-52-N	IFNlambda1	False	0.9393158791669519	True
BANAL-20-52-N_CCL24	model_4_multimer_v3_pred_0	0.185676574026653	0.479283075021441	BANAL-20-52-N	CCL24	False	0.664959649048094	False
SARS-CoV-2-B.1.1-N_CCL24	model_5_multimer_v3_pred_0	0.185671415208834	0.180702608103252	SARS-CoV-2-B.1.1-N	CCL24	False	0.366374023312086	False
SARS-CoV-N_TNFbeta	model_5_multimer_v3_pred_1	0.185662210883665	0.213572300799747	SARS-CoV-N	TNFbeta	False	0.399234511683412	True
MERS-CoV-N_CCL24	model_3_multimer_v3_pred_4	0.18565975055993	0.904243409307273	MERS-CoV-N	CCL24	False	1.089903159867203	False
MERS-CoV-N_CXCL11	model_5_multimer_v3_pred_4	0.185659343926491	0.838420182956541	MERS-CoV-N	CXCL11	True	1.024079526883032	False
SARS-CoV-2-B.1.1-N_IL-17a	model_3_multimer_v3_pred_4	0.185658396416978	0.70170107946994	SARS-CoV-2-B.1.1-N	IL-17a	False	0.887359475886918	False
SARS-CoV-2-BQ.1-N_IL-13	model_1_multimer_v3_pred_2	0.18565779566191	0.036770075249307	SARS-CoV-2-BQ.1-N	IL-13	False	0.22242787091121702	False
SARS-CoV-2-BA.1.1-N_IL-18	model_4_multimer_v3_pred_1	0.185656638153118	0.128925301402708	SARS-CoV-2-BA.1.1-N	IL-18	False	0.31458193955582603	True
MERS-CoV-N_IL-1alpha	model_5_multimer_v3_pred_2	0.18565026883074	0.041916129361591	MERS-CoV-N	IL-1alpha	False	0.22756639819233102	True
SARS-CoV-2-B.1.1.7-N_IL-17a	model_3_multimer_v3_pred_1	0.185648924806224	0.747759884267646	SARS-CoV-2-B.1.1.7-N	IL-17a	False	0.9334088090738699	False
OC43-N_TNFalpha	model_1_multimer_v3_pred_0	0.185646533201471	0.130130337520439	OC43-N	TNFalpha	False	0.31577687072191	True
SARS-CoV-2-B.1.1.529-N_IL-18	model_4_multimer_v3_pred_4	0.185645133529264	0.175975322945386	SARS-CoV-2-B.1.1.529-N	IL-18	False	0.36162045647465	False
SARS-CoV-2-BA.4-N_IL-1alpha	model_3_multimer_v3_pred_0	0.185638254879751	0.775156753800496	SARS-CoV-2-BA.4-N	IL-1alpha	False	0.960795008680247	False
SARS-CoV-2-B.1.1.7-N_CCL22	model_3_multimer_v3_pred_3	0.185637175293446	0.620390865252994	SARS-CoV-2-B.1.1.7-N	CCL22	False	0.8060280405464401	False
SARS-CoV-2-BA.1.1-N_IFNlambda1	model_3_multimer_v3_pred_0	0.185633048788422	0.929486490435632	SARS-CoV-2-BA.1.1-N	IFNlambda1	False	1.115119539224054	True
SARS-CoV-2-B.1.1.7-N_CCL27	model_3_multimer_v3_pred_0	0.185629289118379	0.655763417039856	SARS-CoV-2-B.1.1.7-N	CCL27	False	0.8413927061582349	False
SARS-CoV-2-B.1.1.529-N_TNFbeta	model_3_multimer_v3_pred_0	0.185627979810764	0.944738824684319	SARS-CoV-2-B.1.1.529-N	TNFbeta	False	1.130366804495083	False
RaTG13-N_CCL16	model_3_multimer_v3_pred_4	0.185626251815259	0.933444601848291	RaTG13-N	CCL16	False	1.11907085366355	False
SARS-CoV-2-B.1.1.529-N_CCL15	model_2_multimer_v3_pred_2	0.185622710407741	0.810928655580161	SARS-CoV-2-B.1.1.529-N	CCL15	False	0.9965513659879021	False
SARS-CoV-2-B.1.1.7-N_CCL20	model_5_multimer_v3_pred_1	0.185622590492459	0.912461294217737	SARS-CoV-2-B.1.1.7-N	CCL20	False	1.0980838847101961	False
SARS-CoV-2-B.1.1.529-N_TNFalpha	model_2_multimer_v3_pred_4	0.185620592057517	0.891531712207517	SARS-CoV-2-B.1.1.529-N	TNFalpha	False	1.077152304265034	False
MERS-CoV-N_CXCL9	model_2_multimer_v3_pred_4	0.185616382114528	0.97988551015124	MERS-CoV-N	CXCL9	True	1.165501892265768	False
RaTG13-N_CCL14	model_1_multimer_v3_pred_2	0.18561532976648	0.125057469106882	RaTG13-N	CCL14	False	0.31067279887336197	False
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL24	model_5_multimer_v3_pred_1	0.185608935386434	0.846609033841673	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL24	False	1.032217969228107	False
SARS-CoV-2-B.1.1-N_CCL13	model_1_multimer_v3_pred_1	0.185606790278363	0.046914621578205	SARS-CoV-2-B.1.1-N	CCL13	False	0.232521411856568	True
SARS-CoV-2-B.1.1.529-N_CCL8	model_1_multimer_v3_pred_1	0.185605647861854	0.055770005014459	SARS-CoV-2-B.1.1.529-N	CCL8	False	0.241375652876313	False
SARS-CoV-2-B.1.1.7-N_IL-13	model_3_multimer_v3_pred_3	0.185603502450698	0.950832945941347	SARS-CoV-2-B.1.1.7-N	IL-13	False	1.136436448392045	False
SARS-CoV-2-BA.1.1-N_CXCL9	model_5_multimer_v3_pred_0	0.185602346609841	0.489240982961678	SARS-CoV-2-BA.1.1-N	CXCL9	True	0.674843329571519	True
SARS-CoV-2-BA.1.1-N_CCL25	model_2_multimer_v3_pred_3	0.185600720878158	0.582323998599899	SARS-CoV-2-BA.1.1-N	CCL25	False	0.767924719478057	False
SARS-CoV-2-P.1-N_IL-13	model_2_multimer_v3_pred_2	0.185599685130978	0.054462703245952	SARS-CoV-2-P.1-N	IL-13	False	0.24006238837693	False
SARS-CoV-N_CCL26	model_5_multimer_v3_pred_0	0.185598425590006	0.891451156408251	SARS-CoV-N	CCL26	True	1.077049581998257	False
MERS-CoV-N_IL-13	model_3_multimer_v3_pred_0	0.185597101905243	0.948181576118364	MERS-CoV-N	IL-13	False	1.133778678023607	False
SARS-CoV-2-BA.1.1-N_CCL3L1	model_1_multimer_v3_pred_3	0.185594989011553	0.429509182218654	SARS-CoV-2-BA.1.1-N	CCL3L1	False	0.615104171230207	True
MERS-CoV-N_IL-35	model_2_multimer_v3_pred_2	0.185588631334201	0.012581515070039	MERS-CoV-N	IL-35	False	0.19817014640424	True
