experiment_name,best_model_pred,iptm+ptm,gdock,total_score,negative_energy,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,af2_foldx_dG,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,n_protein,cytokine_protein,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M
SARS-CoV-2-BA.1.1-N__CXCL2,model_1_multimer_v3_pred_3,0.393134853,0.941449872387192,1.33458472514054,True,A,B,13.6263,2.20241,-11.0651,-4.66579,-4.54349,-14.7827,-0.584905,19.6603,-20.891,0.399448,10.6883,3.96454,0,0,0,0.101887,1.96424,-0.131305,0,0,-0.28414,0,0.00372611,2.384,489,46,0,0,0,False,SARS-CoV-2-BA.1.1-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL2_relaxed_model_1_multimer_v3_pred_3.pdb,-11.7,2.5E-09
BANAL-20-52-N__CXCL2,model_1_multimer_v3_pred_1,0.427160553,0.980156101517683,1.40731665411917,True,A,B,15.885,2.48927,-11.4925,-5.17294,-5.38808,-13.6196,-0.47589,17.3482,-19.9654,2.09177,9.56084,3.88398,0,0,0,0.498032,3.39393,-0.029712,0,0,-0.223671,0,5.55E-17,2.384,492,41,0,0,0,False,BANAL-20-52-N,CXCL2,./best_AF2_and_GDock/BANAL-20-52-N_CXCL2_relaxed_model_1_multimer_v3_pred_1.pdb,-10.7,1.5E-08
SARS-CoV-2-B.1.1-N__CXCL2,model_1_multimer_v3_pred_3,0.406218566,0.964473768741608,1.37069233451959,True,A,B,12.2286,2.36337,-13.6531,-5.93175,-6.95664,-12.5614,-0.677586,15.5159,-17.914,0.282925,10.6616,4.17985,0,0,0,0.074437,2.75011,0.0975707,0,0,-0.424112,0,5.55E-17,2.384,492,34,0,0,0,False,SARS-CoV-2-B.1.1-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CXCL2_relaxed_model_1_multimer_v3_pred_3.pdb,-10.3,2.9E-08
SARS-CoV-2-BQ.1-N__CXCL2,model_1_multimer_v3_pred_1,0.412050785,0.977922593285203,1.38997337865648,True,A,B,13.2046,2.6554,-13.9306,-6.08352,-5.28787,-15.7098,-0.534675,20.0836,-22.2479,1.20498,9.82202,5.09884,0,0,0,0.260831,2.53746,-0.284843,0,0,-0.252251,0,1.11E-16,2.384,489,45,0,0,0,False,SARS-CoV-2-BQ.1-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL2_relaxed_model_1_multimer_v3_pred_1.pdb,-10.9,9.5E-09
SARS-CoV-2-BA.4-N__CXCL2,model_1_multimer_v3_pred_3,0.43690058,0.970682318417261,1.40758289813645,True,A,B,10.7326,1.98222,-13.8864,-6.65344,-6.56796,-12.797,-0.694633,15.6877,-18.0279,0.0862132,10.8575,4.49513,0,0,0,0.0576321,1.35879,0.0959597,0,0,-0.425688,0,-5.55E-17,2.384,489,44,0,0,0,False,SARS-CoV-2-BA.4-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL2_relaxed_model_1_multimer_v3_pred_3.pdb,-10.2,3.4E-08
SARS-CoV-2-WA1-N__CXCL2,model_2_multimer_v3_pred_0,0.387315855,0.970323885948669,1.35763974095901,True,A,B,15.2296,3.93916,-17.9514,-7.89675,-7.61457,-13.9976,-1.72164,18.5546,-19.4845,0.346314,8.76767,5.30707,0,0,0,0.114233,2.61214,0.0638448,0,0,-0.399322,0,0.00918,2.384,492,42,0,0,0,False,SARS-CoV-2-WA1-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL2_relaxed_model_2_multimer_v3_pred_0.pdb,-10.1,4.2E-08
OC43-N__CXCL2,model_4_multimer_v3_pred_2,0.171863277,0.954280596012685,1.12614387328794,False,A,B,26.0754,6.16467,7.06011,-5.27742,-9.60882,-23.4801,-0.577263,37.4152,-30.2079,11.954,13.2991,9.28747,0,0,0,4.51394,23.7569,-0.107813,0,-8.88E-16,-0.264112,0,0.113826,2.384,521,44,6,3,6,False,OC43-N,CXCL2,./best_AF2_and_GDock/OC43-N_CXCL2_relaxed_model_4_multimer_v3_pred_2.pdb,-13.7,8.2E-11
SARS-CoV-N__CXCL2,model_1_multimer_v3_pred_1,0.445445649,0.980132605338354,1.42557825426096,True,A,B,17.4609,2.70918,-15.2385,-7.02559,-5.7948,-13.348,-0.422478,17.054,-18.8453,0.169099,8.73513,4.7472,0,0,0,0.132101,3.40575,-0.431845,0,0,-0.20805,0,2.78E-17,2.384,495,45,0,0,0,False,SARS-CoV-N,CXCL2,./best_AF2_and_GDock/SARS-CoV-N_CXCL2_relaxed_model_1_multimer_v3_pred_1.pdb,-10.5,1.9E-08
SARS-CoV-2-B.1.351-N__CCL16,model_4_multimer_v3_pred_0,0.23353193,0.96391697786552,1.19744890743127,False,A,B,20.9465,11.4991,13.0928,-1.13181,-6.37679,-23.0712,-1.62229,37.0966,-28.8767,17.3845,9.7339,9.32819,0,0,0,0.913639,11.8862,-4.44E-16,0,0,-0.382042,0,0.0968179,2.384,516,70,9,7,2,False,SARS-CoV-2-B.1.351-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL16_relaxed_model_4_multimer_v3_pred_0.pdb,-13.5,1.2E-10
SARS-CoV-2-B.1.1.7-N__CCL16,model_3_multimer_v3_pred_2,0.197427475,0.949942664104321,1.14737013933312,False,A,B,29.9708,12.145,7.17482,-4.67466,-13.7803,-30.0965,-2.56992,51.4151,-38.7603,14.0083,16.4207,10.4016,0,0,0,5.10114,23.8716,0.173598,0,0,-0.54327,0,0.0794728,2.384,516,72,12,5,9,False,SARS-CoV-2-B.1.1.7-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL16_relaxed_model_3_multimer_v3_pred_2.pdb,-14.7,1.8E-11
RaTG13-N__CCL16,model_3_multimer_v3_pred_3,0.200284076,0.940969357127004,1.14125343313709,False,A,B,34.9186,10.3567,13.2069,-4.4264,-8.59278,-26.0366,-2.96306,49.0441,-33.1757,15.7725,11.2151,8.41759,0,0,0,3.95612,26.8418,0.18798,0,0,-0.278879,0,0.0869715,2.384,516,63,11,5,8,False,RaTG13-N,CCL16,./best_AF2_and_GDock/RaTG13-N_CCL16_relaxed_model_3_multimer_v3_pred_3.pdb,-13.9,6.4E-11
MERS-CoV-N__CCL16,model_3_multimer_v3_pred_2,0.184581637,0.957805597504583,1.14238723496649,True,A,B,29.7182,20.6002,-8.76882,-3.05518,-4.12248,-18.621,-1.85759,25.2055,-25.5144,9.83877,5.48939,3.67343,0,0,0,0.499786,6.00609,0.135439,0,-8.88E-16,-0.440492,0,4.86E-17,2.384,508,57,3,3,0,False,MERS-CoV-N,CCL16,./best_AF2_and_GDock/MERS-CoV-N_CCL16_relaxed_model_3_multimer_v3_pred_2.pdb,-14.3,3.4E-11
SARS-CoV-2-B.1.1.529-N__CCL16,model_3_multimer_v3_pred_0,0.177683632,0.948028872798697,1.12571250477157,False,A,B,47.7265,8.92719,11.8935,-6.89736,-7.41341,-29.4944,-2.71544,51.8379,-38.2432,15.3073,15.039,12.7419,0,0,0,1.4752,40.1397,0.22647,0,0,-0.377867,0,0.407268,2.384,513,69,12,5,10,False,SARS-CoV-2-B.1.1.529-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL16_relaxed_model_3_multimer_v3_pred_0.pdb,-15.4,5.2E-12
SARS-CoV-2-P.1-N__CCL16,model_3_multimer_v3_pred_1,0.19813839,0.930416127859309,1.12855451830775,False,A,B,37.4693,6.43968,3.47053,-8.5409,-9.37559,-29.8632,-3.59481,51.8365,-38.5564,15.2743,15.5391,9.20706,0,0,0,1.57535,25.725,0.224752,0,0,-0.3564,0,0.100758,2.384,516,68,13,4,11,False,SARS-CoV-2-P.1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-15.6,3.7E-12
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL16,model_3_multimer_v3_pred_2,0.191445773,0.949202441086825,1.14064821413713,False,A,B,36.157,7.4107,12.5198,-3.11569,-9.65945,-27.518,-4.31493,52.5832,-34.1386,13.6743,13.1693,9.9866,0,0,0,1.98633,26.5976,0.360127,0,0,-0.572376,0,0.0789785,2.384,516,64,11,5,10,False,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL16_relaxed_model_3_multimer_v3_pred_2.pdb,-14.5,2.4E-11
SARS-CoV-2-BA.2-N__CCL16,model_5_multimer_v3_pred_0,0.186999811,0.953785785388864,1.14078559624211,False,A,B,61.2546,5.18743,14.6514,-5.08194,-7.47291,-29.4509,-0.461086,39.5745,-38.8795,19.8189,14.344,15.1688,0,0,1.50238,5.72332,13.1829,-4.44E-16,0,0,-0.156381,0,0.0220612,2.384,513,51,5,5,2,False,SARS-CoV-2-BA.2-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL16_relaxed_model_5_multimer_v3_pred_0.pdb,-11.9,1.9E-09
SARS-CoV-2-XBB-N__CCL16,model_3_multimer_v3_pred_1,0.186676559,0.927212359935482,1.11388891916694,False,A,B,27.2053,6.82045,16.8184,-7.67911,-9.21271,-28.9158,-1.67045,49.2681,-36.7285,25.3152,14.0688,9.86786,0,0,0,2.44494,35.7723,0.0762151,0,0,-0.141046,0,0.124962,2.384,513,64,14,7,12,False,SARS-CoV-2-XBB-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-14.9,1.2E-11
SARS-CoV-2-BA.1.1-N__CCL16,model_3_multimer_v3_pred_4,0.199023544,0.948516323713366,1.14753986789629,False,A,B,31.0975,8.70498,11.8236,-3.28919,-8.33415,-26.2544,-3.11755,50.2214,-33.0256,11.1405,11.598,9.82668,0,0,0.347059,2.69551,25.1323,0,0,8.88E-16,-0.078065,0,0.0934793,2.384,513,65,10,5,8,False,SARS-CoV-2-BA.1.1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL16_relaxed_model_3_multimer_v3_pred_4.pdb,-14.9,1.1E-11
BANAL-20-52-N__CCL16,model_1_multimer_v3_pred_0,0.187289842,0.953649312488496,1.14093915457547,False,A,B,44.0118,7.97533,29.1257,-3.8906,-7.76439,-20.8433,-4.49444,32.3465,-25.6345,37.4608,11.4457,10.1033,0,0,0,1.118,25.7788,-0.0333135,0,0,-0.688054,0,-6.94E-18,2.384,516,46,7,6,5,False,BANAL-20-52-N,CCL16,./best_AF2_and_GDock/BANAL-20-52-N_CCL16_relaxed_model_1_multimer_v3_pred_0.pdb,-11,8.3E-09
SARS-CoV-2-B.1.1-N__CCL16,model_4_multimer_v3_pred_3,0.221078749,0.947788067286634,1.16886681594566,True,A,B,11.1771,6.19279,-2.59406,-1.63428,-4.45149,-22.9827,-2.3239,35.1992,-29.1646,1.20315,10.4391,11.4729,0,0,0,0.297981,11.0853,-0.0409371,0,0,-0.683103,0,0.0747015,2.384,516,52,3,0,3,False,SARS-CoV-2-B.1.1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL16_relaxed_model_4_multimer_v3_pred_3.pdb,-12.7,5.1E-10
SARS-CoV-2-BQ.1-N__CCL16,model_3_multimer_v3_pred_4,0.194514578,0.935344654026385,1.1298592320599,False,A,B,35.3846,8.56218,4.66559,-7.36487,-8.87457,-26.9132,-3.52737,45.997,-35.2589,15.482,13.871,7.91831,0,0,0,3.46463,18.4107,-0.0629976,0,0,-0.173759,0,0.108309,2.384,513,65,9,5,7,False,SARS-CoV-2-BQ.1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL16_relaxed_model_3_multimer_v3_pred_4.pdb,-14,5.1E-11
SARS-CoV-2-BA.4-N__CCL16,model_5_multimer_v3_pred_1,0.188663176,0.95367764009659,1.14234081613149,False,A,B,26.5257,9.44283,7.76886,-1.82066,-5.62258,-24.5809,-1.26642,37.4882,-31.1203,8.95791,11.0982,13.3299,0,0,0,1.50734,12.2119,8.88E-16,0,0,-0.201943,0,-6.94E-18,2.384,513,50,5,2,5,False,SARS-CoV-2-BA.4-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL16_relaxed_model_5_multimer_v3_pred_1.pdb,-10.6,1.6E-08
SARS-CoV-2-WA1-N__CCL16,model_3_multimer_v3_pred_1,0.175364601,0.95153002007447,1.12689462116547,False,A,B,30.1815,14.5116,66.4931,-8.70649,-15.5278,-46.7,-1.67074,76.6422,-58.9068,74.54,20.961,23.055,0,0,0,2.74681,25.5779,0.0525942,0,0,-0.0471929,0,0.0544556,2.384,516,83,17,14,6,False,SARS-CoV-2-WA1-N,CCL16,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-19.8,3.2E-15
OC43-N__CCL16,model_2_multimer_v3_pred_2,0.445276958,0.972514781740775,1.41779173956636,True,A,B,43.1541,2.50365,-23.2891,-8.97898,-5.03464,-24.7302,-3.84966,29.6126,-34.0446,1.07413,13.8035,9.82016,0,0,0,0.055961,2.13866,0.412405,0,0,-1.4297,0,-6.94E-18,2.384,545,74,0,0,0,False,OC43-N,CCL16,./best_AF2_and_GDock/OC43-N_CCL16_relaxed_model_2_multimer_v3_pred_2.pdb,-12.8,4E-10
SARS-CoV-N__CCL16,model_4_multimer_v3_pred_3,0.214021717,0.920005902075426,1.13402761872148,True,A,B,45.212,9.22137,-6.74677,-9.25245,-11.5157,-24.301,-2.81409,38.2224,-30.8489,2.90642,16.3464,11.1062,0,0,1.11001,2.49942,15.0743,4.44E-16,0,0,-0.266474,0,0.0610865,2.384,519,61,5,1,4,False,SARS-CoV-N,CCL16,./best_AF2_and_GDock/SARS-CoV-N_CCL16_relaxed_model_4_multimer_v3_pred_3.pdb,-13.5,1.4E-10
SARS-CoV-2-B.1.351-N__CCL26,model_3_multimer_v3_pred_3,0.204992312,0.954765402215922,1.15975771448655,False,A,B,27.6794,5.59101,9.63892,-0.211855,-5.01811,-19.3964,-0.847318,31.5733,-24.9388,10.5713,9.27313,7.74618,0,0,0,1.06965,18.8626,-0.0414502,0,0,-0.159977,0,0.0192115,2.384,490,45,9,4,7,True,SARS-CoV-2-B.1.351-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL26_relaxed_model_3_multimer_v3_pred_3.pdb,-10.6,1.6E-08
SARS-CoV-2-B.1.1.7-N__CCL26,model_3_multimer_v3_pred_0,0.187852427,0.95628852720351,1.1441409546294,False,A,B,30.8157,8.34587,2.06314,-6.00056,-10.2814,-30.6026,-1.23929,45.9144,-38.5374,13.6717,14.3713,12.5899,0,0,0,2.4121,16.0163,-0.0607552,0,0,-0.259232,0,0.085093,2.384,490,56,7,3,4,True,SARS-CoV-2-B.1.1.7-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL26_relaxed_model_3_multimer_v3_pred_0.pdb,-15.8,2.6E-12
RaTG13-N__CCL26,model_2_multimer_v3_pred_2,0.197074584,0.951171716390766,1.14824630020388,True,A,B,27.1748,4.4087,-4.57348,-2.40178,-7.35473,-17.0761,-2.06101,25.6117,-20.3417,2.82336,10.3648,6.2982,0,0,0,0.0817941,2.05512,-0.184246,0,8.88E-16,-0.438403,0,0.104783,2.384,490,36,0,0,0,True,RaTG13-N,CCL26,./best_AF2_and_GDock/RaTG13-N_CCL26_relaxed_model_2_multimer_v3_pred_2.pdb,-9.4,1.3E-07
MERS-CoV-N__CCL26,model_4_multimer_v3_pred_0,0.234758303,0.968856034480009,1.20361433752876,False,A,B,20.2028,7.94902,6.11879,-1.88051,-1.92061,-15.7777,-1.88833,26.2369,-19.2524,5.54711,7.79233,8.07772,0,0,0,0.166669,10.2029,0.0310828,0,0,-1.09861,0,0.0851849,2.384,482,48,5,1,4,True,MERS-CoV-N,CCL26,./best_AF2_and_GDock/MERS-CoV-N_CCL26_relaxed_model_4_multimer_v3_pred_0.pdb,-9.5,1E-07
SARS-CoV-2-B.1.1.529-N__CCL26,model_3_multimer_v3_pred_2,0.18630873,0.943992041272093,1.13030077088108,False,A,B,35.8516,4.00916,14.6192,-5.30798,-6.10518,-24.5585,-3.14508,36.8656,-31.3917,25.8941,13.0541,9.08263,0,0,0,0.812634,24.9926,-0.107726,0,0,-0.664427,0,0.190723,2.384,487,46,12,7,10,True,SARS-CoV-2-B.1.1.529-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL26_relaxed_model_3_multimer_v3_pred_2.pdb,-14.2,4E-11
SARS-CoV-2-P.1-N__CCL26,model_2_multimer_v3_pred_2,0.195946135,0.941973034276302,1.13791916954348,False,A,B,33.4776,6.80174,3.17311,-3.6564,-9.28164,-18.7707,-2.93824,29.7393,-22.0476,9.48729,10.7568,9.39426,0,0,0,0.948919,4.27942,-0.162014,0,0,-0.393597,0,0.0967393,2.384,490,37,5,4,1,True,SARS-CoV-2-P.1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL26_relaxed_model_2_multimer_v3_pred_2.pdb,-10.2,3.1E-08
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL26,model_3_multimer_v3_pred_0,0.190262876,0.946797677216001,1.13706055356226,False,A,B,29.6181,3.63104,10.9681,-4.33552,-8.14872,-32.6076,-1.06036,47.5833,-41.4011,17.1916,15.4846,17.0294,0,0,0,1.58619,16.0256,-0.0822497,0,8.88E-16,-0.324312,0,0.0527988,2.384,490,49,11,6,6,True,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL26_relaxed_model_3_multimer_v3_pred_0.pdb,-17,3.5E-13
SARS-CoV-2-BA.2-N__CCL26,model_4_multimer_v3_pred_4,0.226489881,0.955551752252381,1.18204163336042,False,A,B,27.2889,6.30485,16.0493,-3.39293,-4.12345,-16.0621,-3.75918,29.8168,-18.6474,15.5063,10.0432,7.33139,0,0,0,0.494931,7.1637,-0.139005,0,0,-1.07482,0,0.0555993,2.384,487,46,3,3,2,True,SARS-CoV-2-BA.2-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL26_relaxed_model_4_multimer_v3_pred_4.pdb,-10.3,2.7E-08
SARS-CoV-2-XBB-N__CCL26,model_3_multimer_v3_pred_3,0.185733279,0.972030838595971,1.15776411760214,False,A,B,28.6299,4.78444,14.2285,-3.43778,-8.00085,-24.0673,-3.62743,38.0444,-30.2581,20.3495,12.1326,13.009,0,0,0,0.710828,15.781,-0.133515,0,0,-0.912401,0,0.419488,2.384,487,45,11,6,6,True,SARS-CoV-2-XBB-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL26_relaxed_model_3_multimer_v3_pred_3.pdb,-13.2,1.9E-10
SARS-CoV-2-BA.1.1-N__CCL26,model_2_multimer_v3_pred_1,0.201544959,0.94530051440346,1.14684547346196,True,A,B,23.2352,4.67112,-8.31303,-2.92025,-6.51546,-14.7592,-2.62614,21.7638,-18.0973,1.04749,8.87487,5.36236,0,0,0,0.104745,1.50437,-0.156174,0,0,-0.490419,0,0.0986594,2.384,487,35,0,0,0,True,SARS-CoV-2-BA.1.1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL26_relaxed_model_2_multimer_v3_pred_1.pdb,-9.6,9.7E-08
BANAL-20-52-N__CCL26,model_3_multimer_v3_pred_3,0.188220218,0.960529708657032,1.14874992713044,False,A,B,30.6458,8.32218,13.1559,-4.59023,-3.87974,-24.7798,-1.57378,37.2936,-30.267,17.7231,10.5609,10.951,0,0,0,2.32061,11.2808,-0.10007,0,0,-0.569017,0,0.0664136,2.384,490,42,7,5,3,True,BANAL-20-52-N,CCL26,./best_AF2_and_GDock/BANAL-20-52-N_CCL26_relaxed_model_3_multimer_v3_pred_3.pdb,-12.9,3.6E-10
SARS-CoV-2-B.1.1-N__CCL26,model_3_multimer_v3_pred_4,0.181327886,0.963992446885217,1.14532033300151,False,A,B,34.3215,6.07702,12.6652,-6.55605,-4.90212,-32.2294,-1.12217,45.4817,-41.6365,21.5269,13.6082,17.0639,0,0,0,1.84843,32.451,-0.112479,0,0,-0.338436,0,0.0332967,2.384,490,50,16,7,13,True,SARS-CoV-2-B.1.1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL26_relaxed_model_3_multimer_v3_pred_4.pdb,-15.2,7.1E-12
SARS-CoV-2-BQ.1-N__CCL26,model_4_multimer_v3_pred_1,0.233794725,0.966265126585978,1.20005985156258,True,A,B,23.0136,7.74282,-3.21546,-4.42853,-6.10199,-14.6369,-1.83972,22.4576,-17.6749,3.34538,7.17591,7.40729,0,0,0.024805,1.72883,4.25141,-0.195431,0,0,-0.553655,0,0.0758663,2.384,487,47,1,0,1,True,SARS-CoV-2-BQ.1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL26_relaxed_model_4_multimer_v3_pred_1.pdb,-10.6,1.7E-08
SARS-CoV-2-BA.4-N__CCL26,model_5_multimer_v3_pred_0,0.18316754,0.965676930394539,1.14884446995768,False,A,B,16.9946,4.07852,1.38745,-3.12172,-5.41274,-19.7333,-0.496494,28.8536,-25.688,9.05863,9.22088,8.06505,0,0,0,0.992253,10.5401,0,0,0,-0.350718,0,-1.39E-17,2.384,487,39,5,2,3,True,SARS-CoV-2-BA.4-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL26_relaxed_model_5_multimer_v3_pred_0.pdb,-9.9,5.5E-08
SARS-CoV-2-WA1-N__CCL26,model_3_multimer_v3_pred_4,0.199642228,0.944695926421341,1.1443381543689,False,A,B,34.2784,7.05717,16.3291,-11.1449,-18.1441,-35.8348,-1.92699,60.2063,-42.1522,22.8705,20.8895,16.8824,0,0,1.73424,3.20428,23.8419,0.0506062,0,0,-0.482498,0,0.176631,2.384,490,61,13,9,8,True,SARS-CoV-2-WA1-N,CCL26,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL26_relaxed_model_3_multimer_v3_pred_4.pdb,-15,9.3E-12
OC43-N__CCL26,model_3_multimer_v3_pred_0,0.428453534,0.947028180403922,1.37548171461246,True,A,B,36.5793,2.44846,-13.5609,-2.9623,-11.4664,-23.5584,-3.36271,31.3026,-30.2727,1.49438,17.8583,9.16221,0,0,0,0.070815,3.25203,-0.353325,0,0,-1.50905,0,0.0355877,2.384,519,75,0,0,0,True,OC43-N,CCL26,./best_AF2_and_GDock/OC43-N_CCL26_relaxed_model_3_multimer_v3_pred_0.pdb,-14.2,3.8E-11
SARS-CoV-N__CCL26,model_3_multimer_v3_pred_2,0.20351293,0.961470678193005,1.16498360806578,False,A,B,28.9292,9.27212,28.899,-4.7873,-3.95749,-21.816,-1.68346,36.186,-28.5038,30.6586,11.308,10.9305,0,0,0,0.968668,12.5893,-0.0479778,0,0,-0.356724,0,0,2.384,493,42,11,10,5,True,SARS-CoV-N,CCL26,./best_AF2_and_GDock/SARS-CoV-N_CCL26_relaxed_model_3_multimer_v3_pred_2.pdb,-10,4.8E-08
SARS-CoV-2-B.1.351-N__CXCL4,model_3_multimer_v3_pred_4,0.284686404,0.986820177821113,1.27150658152456,True,A,B,28.4639,4.5402,-11.8149,-2.57561,-7.63484,-17.1541,-1.54918,24.4166,-24.6549,0.582204,10.2391,6.33938,0,0,0,0.163345,4.63813,-0.137886,0,0,0.151049,0,9.71E-17,2.384,489,53,1,0,1,True,SARS-CoV-2-B.1.351-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CXCL4_relaxed_model_3_multimer_v3_pred_4.pdb,-10.5,1.9E-08
SARS-CoV-2-B.1.1.7-N__CXCL4,model_3_multimer_v3_pred_4,0.287197777,0.976514850369365,1.26371262779274,True,A,B,29.4128,5.81372,-9.71011,-2.41345,-6.99461,-16.7907,-0.907805,22.1205,-25.4523,1.85327,12.1868,6.28116,0,0,0,0.386304,7.1606,0.00231632,0,0,-0.0294961,0,0.0478885,2.384,489,51,3,0,3,True,SARS-CoV-2-B.1.1.7-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CXCL4_relaxed_model_3_multimer_v3_pred_4.pdb,-9.9,5.3E-08
RaTG13-N__CXCL4,model_3_multimer_v3_pred_2,0.287935254,0.985315975237254,1.27325122900342,True,A,B,26.0379,9.32956,-15.8534,-4.32767,-8.17143,-18.6526,-0.790309,22.7577,-27.6783,1.34705,12.7213,6.23949,0,0,0,0.915338,8.47505,-0.15193,0,0,-0.112702,0,0.0505814,2.384,489,48,3,0,3,True,RaTG13-N,CXCL4,./best_AF2_and_GDock/RaTG13-N_CXCL4_relaxed_model_3_multimer_v3_pred_2.pdb,-10.4,2.5E-08
MERS-CoV-N__CXCL4,model_5_multimer_v3_pred_3,0.413399588,0.960855910986453,1.37425549871765,True,A,B,18.9302,3.08579,-17.8963,-2.01638,-9.96874,-23.0242,-3.07463,24.9468,-35.9724,6.21608,20.1399,5.55379,0,0,0,0.388976,3.75291,0.234664,0,0,-1.32663,0,0.00651506,2.384,481,75,2,2,0,True,MERS-CoV-N,CXCL4,./best_AF2_and_GDock/MERS-CoV-N_CXCL4_relaxed_model_5_multimer_v3_pred_3.pdb,-11.1,6.7E-09
SARS-CoV-2-B.1.1.529-N__CXCL4,model_3_multimer_v3_pred_0,0.276668687,0.983907841305432,1.26057652799821,True,A,B,26.687,9.16271,-6.83769,-5.01766,-9.44989,-24.17,-0.802897,36.5355,-32.6737,2.57728,14.9543,11.4391,0,0,0,0.217376,6.40997,-0.153762,0,0,-0.307517,0,0.0141748,2.384,486,68,2,1,1,True,SARS-CoV-2-B.1.1.529-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL4_relaxed_model_3_multimer_v3_pred_0.pdb,-13.9,6.8E-11
SARS-CoV-2-P.1-N__CXCL4,model_3_multimer_v3_pred_0,0.292731039,0.987364140770741,1.28009517945912,False,A,B,35.6109,6.09377,2.30186,-6.35023,-9.36599,-25.9639,-0.994218,39.6143,-37.1069,18.914,15.1404,7.4778,0,0,0,1.28503,8.05803,-0.00668571,0,0,-0.358078,0,0.0163145,2.384,489,66,5,5,0,True,SARS-CoV-2-P.1-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL4_relaxed_model_3_multimer_v3_pred_0.pdb,-14.5,2.5E-11
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL4,model_3_multimer_v3_pred_0,0.285215056,0.983975469041516,1.26919052539101,True,A,B,21.5206,9.61192,-7.03896,-3.77334,-5.31209,-12.8762,-0.352613,18.7967,-18.0031,1.07941,9.03528,4.54798,0,0,0,0.120797,6.91812,-0.0588136,0,0,-0.2654,0,0.0223951,2.384,489,56,3,0,3,True,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL4,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL4_relaxed_model_3_multimer_v3_pred_0.pdb,-9.5,1.1E-07
